custom_id,error,model,Q1,Q2,Q2a,Q3,Q4,Q5,Q6,in_actual
PXD000214,,gpt-4.1-mini-2025-04-14,No | justification: The dataset is about autocrine growth factors secreted by CHO cells and does not involve ovarian cancer research.,"No | evidence: The study is a proteomics analysis of CHO cell conditioned media without any mention of patient samples or diagnostic biomarker discovery for ovarian cancer. | justification: There are no healthy patients as controls, nor is there a focus on ovarian cancer biomarker discovery.","Not applicable | evidence: No patient samples or control composition data is presented. | justification: Since no human samples are involved, this criterion is not applicable.",Yes | justification: The dataset uses label-free shotgun proteomics with LC-MS/MS on CHO cell conditioned media.,"Yes | evidence: Samples are from CHO (Chinese Hamster Ovary) cell lines cultured in bioreactors. | justification: The dataset involves non-clinical in vitro cell line samples, excluding it from clinical datasets.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is proteomics-based but does not involve ovarian cancer or human clinical samples; it is a non-clinical study on CHO cell lines.,No,False
PXD005436,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on poor ovarian response during in vitro fertilization, not on ovarian cancer.",No | evidence: The study investigates poor ovarian responders vs normal response in IVF; no mention of healthy controls or biomarker discovery for ovarian cancer. | justification: Dataset does not involve healthy controls or biomarker discovery related to ovarian cancer.,Not applicable | evidence: No healthy controls or ovarian cancer related samples described. | justification: Irrelevant as dataset is not about ovarian cancer or healthy controls.,Yes | justification: Proteomic analyses using mass spectrometry were performed on follicular fluid samples.,"No | evidence: Samples are human follicular fluid collected during IVF cycles, clinical patient samples. | justification: Dataset is clinical in nature with human samples, no cell lines or models.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is proteomics on human clinical samples but not related to ovarian cancer or controls for ovarian cancer.,No,False
PXD010166,,gpt-4.1-mini-2025-04-14,"Yes | justification: The title and description specifically refer to epithelial ovarian cancer (EOC) and its biology, focusing on septin-2 in ovarian cancer patient tissue and cell lines derived from ovarian cancer.","No | evidence: The description mentions comparison of septin-2 levels in ovarian cancer tissue compared to benign disease, but does not mention healthy patient controls nor biomarker discovery for diagnostics. | justification: No explicit mention of healthy patient controls or diagnostic biomarker discovery in ovarian cancer is found in the description.","Not applicable | justification: Since there is no indication of healthy controls, evaluation of their proportion is not applicable.",Yes | justification: The dataset includes comparative label-free proteomic analysis of septin-2 knockout ovarian cancer cell lines.,"Yes | evidence: Description refers to stable septin-2 knockout clones developed in an ovarian cancer cell line. | justification: In vitro cell line models are non-clinical samples, so the dataset includes non-clinical samples.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and involves proteomics, it lacks healthy patient controls or biomarker discovery and includes non-clinical cell line samples, which excludes it per criteria 2 and 4.",No,False
PXD045417,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset title and description explicitly refer to high grade serous ovarian cancer (HGSOC), a subtype of ovarian cancer.",Unclear | evidence: The description mentions analysis of tumor samples but does not mention healthy patients as controls or explicit diagnostic biomarker discovery efforts. | justification: No explicit mention of healthy control samples or biomarker discovery for diagnostic purposes is provided.,"Not applicable | evidence: There is no information on sample composition including healthy controls. | justification: Since no healthy controls are explicitly mentioned, this criterion is not applicable.",Yes | justification: The dataset involves deep proteogenomic profiling including proteomic data on HGSOC patient tumors.,"No | evidence: Samples are described as patient tumor samples and laser microdissected cell populations from human patients. | justification: No indication of non-clinical models such as xenografts, cell lines, or animal models is given.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset clearly concerns ovarian cancer and is proteomics-based with clinical patient samples, it does not mention healthy controls or biomarker discovery related to diagnosis, which are required for inclusion.",No,False
PXD001084,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset specifically studies differences between benign and malignant serous ovarian tumors, including serous adenocarcinoma of the ovary, indicating it is about ovarian cancer.","Yes | evidence: The dataset includes a control group of six patients with serous cystadenoma (benign tumors) to compare with malignant ovarian tumor samples. | justification: While the controls are benign tumor patients, not healthy individuals, the study involves biomarker discovery by identifying proteins differentially expressed between benign and malignant ovarian tumors.","Not applicable | evidence: Explicit sample compositions indicate controls are patients with serous cystadenoma, not healthy individuals. | justification: No healthy patients as controls are reported, so this criterion is not applicable.","Yes | justification: The study uses label-free LC-MSe mass spectrometry on serum and tissue samples to identify proteins, clearly proteomics data.","No | evidence: Samples are from patient serum and laser microdissected tissue regions from patients. | justification: No mention of xenografts, cell lines, animal models, or ex vivo/in vitro studies, so the dataset is clinical.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is clearly about ovarian cancer and proteomics but does not contain healthy controls; controls are benign tumor patients. It does involve biomarker discovery comparing benign and malignant tumors. However, the inclusion criteria require healthy patients as controls or biomarker discovery for ovarian cancer. This dataset involves biomarker discovery but only compares benign and malignant cases, not healthy controls. The presence of biomarker discovery supports inclusion despite lack of healthy controls.",Yes,False
PXD015782,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses specifically on high-grade serous ovarian carcinoma (HGSOC), a subtype of ovarian cancer, and investigates its kinome landscape and therapeutic targets.",No | evidence: The description mentions HGSOC patient tumors and PDX models but does not mention any healthy patient controls or a focus on diagnostic biomarker discovery. | justification: No evidence of healthy controls or diagnostic biomarker discovery is provided in the dataset description.,"Not applicable | evidence: Since no healthy patients are mentioned, sample composition regarding healthy controls is not provided. | justification: The dataset does not include healthy controls based on the description.",Yes | justification: The use of multiplexed inhibitor beads and mass spectrometry (MIB-MS) kinome profiling indicates proteomic analysis was performed.,"Yes | evidence: The dataset uses tumors isolated from patient-derived xenograft (PDX) models and established HGSOC cell lines. | justification: PDX models and cell lines are non-clinical samples, so the dataset involves non-clinical samples.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset pertains to ovarian cancer and involves proteomics, it does not include healthy patient controls or focus on biomarker discovery, and includes non-clinical samples (PDX and cell lines). Hence, it fails the healthy controls and non-clinical sample exclusion criteria.",No,False
PXD061015,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset is explicitly about ovarian cancer, specifically high-grade serous ovarian carcinoma (HGSOC) and ovarian cancer stem cells derived from patient tumors.",No | evidence: The description details analysis of patient-derived ovarian cancer stem cells and does not indicate inclusion of healthy patient samples or a diagnostic biomarker discovery focus. | justification: No mention of healthy controls or biomarker discovery is found in the description.,"Not applicable | evidence: No explicit sample composition including healthy controls provided. | justification: Since there are no healthy controls, this criterion is not applicable.",Yes | justification: The study uses quantitative mass spectrometry to characterize the phosphoproteome and proteome of ovarian cancer stem cells.,"Yes | evidence: Samples analyzed are ex vivo primary ovarian cancer stem cell-enriched 3D spheres grown from patient-derived adherent cultures. | justification: This ex vivo culture system is not clinical patient samples but an in vitro model derived from patients, classified as non-clinical.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is ovarian cancer and proteomics-based, it lacks healthy controls or biomarker discovery and involves ex vivo cultured cells, thus failing inclusion criteria 2 and 4.",No,False
PXD025864,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset investigates proteomic changes specifically in human patients with ovarian cancer.,"Yes | evidence: The study compares ovarian cancer patients with healthy individuals, indicating healthy controls are included. | justification: Since healthy individuals are included as controls, this meets the criterion.","Unclear | evidence: No explicit sample composition percentages are provided in the description. | justification: Without explicit ratios of healthy controls to patients, it is unclear if at least 20% controls are present.","Yes | justification: The dataset uses LC-MS/MS for proteomic analysis, confirming proteomics data is included.",No | evidence: The dataset is based on human clinical samples of ovarian cancer patients and healthy individuals. | justification: No mention of non-clinical samples such as cell lines or animal models.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: The dataset is about ovarian cancer proteomics with healthy controls included, but lacks explicit sample composition data to confirm at least 20% healthy controls; thus it requires human review for control composition.",Yes,True
PXD039281,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset involves ovarian cancer among other cancer types as mentioned in the description.,"No | evidence: The description focuses on identifying proteins that mediate chemoresistance in cancer, no mention of healthy controls or diagnostic biomarker discovery. | justification: No indication of healthy patient controls or biomarker discovery for ovarian cancer was found.","Not applicable | evidence: Healthy control or sample composition information is not provided. | justification: Since no healthy controls are described, this criterion is not applicable.",Unclear | justification: The description refers to protein interaction studies but does not explicitly state proteomics methods or data.,"Unclear | evidence: No detailed sample information is provided in the description. | justification: It is not clear if clinical samples or non-clinical models (e.g., cell lines) were used.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Unclear | justification: Dataset is about ovarian cancer but lacks healthy controls and unclear if proteomics data is included.,No,False
PXD040742,,gpt-4.1-mini-2025-04-14,"Yes | justification: The title and description specifically refer to high grade serous ovarian cancer (HGSOCs), indicating the dataset is about ovarian cancer.","Yes | evidence: The description identifies a 64-protein signature predictive of chemo-refractory ovarian cancer, indicating biomarker discovery for ovarian cancer diagnosis or prognosis. | justification: The study aims to identify protein signatures associated with chemo-refractoriness, a form of diagnostic biomarker discovery.","Not applicable | evidence: No explicit mention of healthy patient controls or their composition in the dataset description. | justification: Sample composition does not include healthy patients, only ovarian cancer patient cohorts and patient-derived xenografts are mentioned.","Yes | justification: The dataset is described as a proteogenomic analysis characterizing the proteogenomic landscape, which includes proteomics data.",Yes | evidence: The description mentions use of patient-derived xenograft (PDX) models alongside patient cohorts. | justification: PDX models are non-clinical samples (animal models) and thus the dataset contains non-clinical data.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is about ovarian cancer and proteomics but lacks healthy control samples or biomarker discovery involving healthy controls; it includes non-clinical PDX samples as well. However, biomarker discovery is applicable but healthy controls criteria not met.",No,False
PXD033169,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses on high-grade serous ovarian cancer (HGSOC), a major histological type of ovarian cancer, aiming to discover diagnostic biomarkers.",Yes | evidence: The study involved 26 HGSOC cases and 24 healthy controls (HCs) to discover potential diagnostic biomarkers for HGSOC. | justification: Both healthy patient controls are present and the study is about diagnostic biomarker discovery.,"Yes | evidence: There are 24 healthy controls and 26 HGSOC cases, meaning approximately 48% are healthy controls. | justification: The healthy controls make up more than 20% of the sample composition.","Yes | justification: Proteomics analyses were performed using liquid chromatography data-independent acquisition tandem-mass spectrometry identifying 1,847 proteins.",No | evidence: Samples used were depleted serum samples from human patients (HGSOC cases and healthy controls). | justification: No mention of non-clinical samples such as cell lines or animal models.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset meets all criteria: it is about ovarian cancer, includes healthy controls above 20%, involves diagnostic biomarker discovery, and uses proteomics methods on clinical samples.",Yes,True
PXD064540,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset is about premature ovarian insufficiency induced by cyclophosphamide in a mouse model, not about ovarian cancer.","No | evidence: The dataset involves a mouse model with induced premature ovarian insufficiency, no mention of healthy human controls or biomarker discovery for ovarian cancer. | justification: No healthy human controls or biomarker discovery related to ovarian cancer are described.",Not applicable | evidence: No mention of healthy patients as controls. | justification: Healthy control composition does not apply as there are no healthy human controls.,"Yes | justification: Mass spectrometry was used to investigate underlying mechanisms, indicating proteomics analysis was performed.","Yes | evidence: The study uses a mouse model (CT-induced premature ovarian insufficiency) and cell therapy. | justification: Includes non-clinical samples (mouse model and cell therapy), which are excluded.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although proteomics was performed, the dataset is not about ovarian cancer, lacks healthy human controls or biomarker discovery, and uses non-clinical samples (mouse model). Thus, it does not meet key inclusion criteria.",No,False
PXD015781,,gpt-4.1-mini-2025-04-14,"Yes | justification: The title and description clearly indicate the study focuses on high-grade serous ovarian carcinoma (HGSOC), a form of ovarian cancer.",No | evidence: The description only mentions analysis of patient tumors and patient-derived xenograft models; no mention of healthy patient controls or biomarker discovery for diagnostics. | justification: No indication of healthy control samples or diagnostic biomarker discovery is provided in the description.,"Not applicable | evidence: No explicit sample composition including healthy controls is provided. | justification: Since no healthy controls are present, the 20% threshold is not applicable.",Yes | justification: The use of multiplexed inhibitor beads and mass spectrometry (MIB-MS) to map the kinome landscape indicates the dataset includes proteomic data.,Yes | evidence: The study includes samples from patient-derived xenograft (PDX) models and established ovarian cancer cell lines. | justification: PDX models and cell lines are non-clinical samples and hence excluded.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset is about ovarian cancer and includes proteomics data, it lacks healthy patient controls or biomarker discovery and includes non-clinical samples such as PDX models and cell lines, which is exclusionary.",No,False
PXD031485,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on follicular fluid proteome related to small antral follicles and polycystic ovarian syndrome, not on ovarian cancer.","No | evidence: The study compares follicular fluid from women with PCO to normal women; no healthy controls related to ovarian cancer or biomarker discovery for ovarian cancer mentioned. | justification: Controls are normal women versus PCO patients, not healthy controls for ovarian cancer diagnosis or biomarker discovery.","Not applicable | evidence: Sample composition refers to PCO patients and normal women, not explicit healthy controls for ovarian cancer. | justification: No explicit healthy control group relevant to ovarian cancer biomarker discovery provided.",Yes | justification: The description explicitly states proteomic analysis of follicular fluid was performed.,"No | evidence: Samples are human follicular fluid from patients, indicating clinical samples. | justification: No mention of xenografts, cell lines, animal models, or other non-clinical sample types.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Dataset is proteomics-based but is not about ovarian cancer nor involves healthy controls or biomarker discovery for ovarian cancer.,No,False
PXD041002,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset title and description explicitly mentions ovarian cancer cells, focusing on treatment effects in ovarian cancer cells.",No | evidence: The description indicates comparison between treated and non-treated ovarian cancer cells but does not mention healthy patients or biomarker discovery in clinical samples. | justification: No indication of healthy patient controls or biomarker discovery in patient samples.,Not applicable | evidence: No explicit sample composition or presence of healthy patients mentioned. | justification: No healthy controls mentioned; this question is not applicable.,Yes | justification: The dataset involves TMT proteomics using MS3-based tandem mass spectrometry methods.,"Yes | evidence: The dataset is based on ovarian cancer cells in vitro treated or non-treated with cis-platinum, indicating cell line study. | justification: Non-clinical cell line samples are used, which are excluded per criteria.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is related to ovarian cancer and proteomics, it uses non-clinical ovarian cancer cell lines without healthy patient controls or biomarker discovery, thus failing key inclusion criteria.",No,False
PXD019863,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on Salmonella infection in epithelial cells, not related to ovarian cancer.","No | evidence: No mention of healthy patients as controls or diagnostic biomarker discovery for ovarian cancer in the dataset description. | justification: The study involves infection models and pathogen/host proteomes, not clinical controls or biomarker discovery for ovarian cancer.","Not applicable | evidence: No sample composition involving healthy patients is provided. | justification: Since there are no healthy patient controls, this criterion does not apply.","Yes | justification: The dataset involves LC-MS/MS mass spectrometry for protein identification and quantification, indicating proteomics data.","Yes | evidence: The dataset uses epithelial cell infection models, which are in vitro non-clinical samples. | justification: The study involves infection of epithelial cells in vitro, which is a non-clinical model.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset does not involve ovarian cancer or healthy controls/biomarker discovery but is proteomics-based. It is non-clinical (in vitro infection model) and thus excluded.,No,False
PXD015903,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset title and description explicitly state that the samples are ovarian cancer tumor samples from the TCGA Ovarian Serous Cystadenocarcinoma cohort.,No | evidence: The dataset description mentions 174 tumor samples but makes no reference to healthy patient controls or biomarker discovery studies involving controls. | justification: No mention of healthy controls or diagnostic biomarker discovery involving controls is made in the dataset description.,"Not applicable | evidence: No explicit sample composition data including healthy controls is provided. | justification: Since there are no healthy controls reported, this criterion does not apply.","Yes | justification: Proteome data including global proteome, glycoproteome, and phosphoproteome analyses using iTRAQ protein quantification methods are described.","No | evidence: Samples are human tumor tissues from TCGA ovarian cancer cohort. | justification: No mention of cell lines, xenografts, animal models, or ex vivo studies; datasets are clinical human tumor samples.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is clearly about ovarian cancer and uses proteomics, it lacks healthy patient controls or biomarker discovery with controls, failing the second inclusion criterion.",No,False
PXD009655,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset title and description explicitly focus on ovarian cancer, specifically high-grade ovarian cancer (HGOC), and efforts for early detection.",Yes | evidence: The dataset includes controls (n=127) and healthy BRCA mutation carriers (n=25) and aims to develop a proteomic biomarker classifier for early detection. | justification: Presence of healthy controls and diagnostic biomarker discovery are clearly stated.,"Yes | evidence: Controls (127) plus healthy BRCA mutation carriers (25) comprise 152 out of a total 201 samples (49 HGOC + 152 controls), which is approximately 75.6% healthy controls. | justification: Explicit sample composition is provided, healthy controls exceed the 20% threshold.",Yes | justification: The dataset involves microvesicle proteomic profiling using mass spectrometry and reports detailed proteomic coverage of uterine liquid biopsy samples.,"No | evidence: Samples come from human uterine liquid biopsies (utero-tubal lavage) of patients and healthy controls; no mention of xenografts, cell lines, animal models, or ex vivo/in vitro studies. | justification: The dataset is clinical and involves direct human samples.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset meets all inclusion criteria by focusing on ovarian cancer, including a sufficient proportion of healthy controls, performing proteomic analysis, and using clinical human samples.",Yes,True
