custom_id,error,model,Q1,Q2,Q2a,Q3,Q4,Q5,Q6,in_actual
PXD000214,,gpt-4o-mini-2024-07-18,"No | justification: The dataset is focused on CHO cells and their conditioned media, which do not relate to ovarian cancer.",No | justification: The dataset does not involve healthy patients or biomarker discovery for ovarian cancer.,"Not applicable | justification: Since there are no healthy controls present, this criterion does not apply.",Yes | justification: The dataset utilizes a label-free shotgun proteomics approach to identify autocrine growth factors.,"Yes | evidence: The study utilizes CHO cells, which are not clinical samples but an animal cell line. | justification: The dataset involves non-clinical samples as it studies conditioned media from cultured CHO cells.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset does not meet the criteria for ovarian cancer or healthy patient controls and is also non-clinical.,No,False
PXD005436,,gpt-4o-mini-2024-07-18,No | justification: The dataset focuses on in vitro fertilization and poor ovarian response rather than ovarian cancer specifically.,"No | evidence: The study investigates biomarkers for predicting poor ovarian response, not specifically for ovarian cancer. | justification: No mention of healthy controls or biomarker discovery relevant to ovarian cancer is present.",Not applicable | justification: There are no indications of healthy control compositions provided in the dataset.,Yes | justification: The study utilizes quantitative proteomic analyses to identify and validate differentially expressed proteins.,"Yes | evidence: The study is based on in vitro fertilization procedures, which may involve in vitro analyses rather than clinical outcomes. | justification: In vitro fertilization studies generally do not focus on clinical ovarian cancer contexts, which affects relevance.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset does involve proteomics but is not focused on ovarian cancer nor does it fulfill the requirements regarding healthy control composition.,No,False
PXD010166,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset specifically focuses on Epithelial Ovarian Cancer (EOC), including research on the role of Septin-2 in cancer pathology.",No | evidence: There is no mention of healthy control samples or diagnostic biomarker discovery involving them in the dataset description. | justification: The dataset solely discusses features of ovarian cancer without indicating the inclusion of healthy control patients or a focus on biomarker discovery.,"Not applicable | evidence: The dataset does not provide explicit sample compositions. | justification: Since there are no healthy controls reported, the composition criterion is not applicable.","Yes | justification: The dataset mentions 'comparative label-free proteomic analysis', indicating the use of proteomics in the study.","No | evidence: The focus is on human patient tissue and ovarian cancer cell lines, which are clinical samples, not non-clinical samples. | justification: The research investigates human tissue rather than xenografts or animal models.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the criterion for ovarian cancer and proteomics, it does not meet the requirement for healthy controls or biomarker discovery.",No,False
PXD045417,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset focuses on high-grade serous ovarian cancer (HGSOC), which is a specific type of ovarian cancer.",No | evidence: No healthy patient controls mentioned in the description. | justification: The dataset description does not indicate the inclusion of healthy patients as controls or involvement in biomarker discovery for ovarian cancer.,"Not applicable | evidence: No healthy controls were included. | justification: Since there are no healthy controls mentioned in the dataset, the composition criterion is not applicable.","Yes | justification: The dataset involves deep proteogenomic profiling, which includes proteomics analysis.","No | evidence: The study focuses on patient tumor samples and does not involve non-clinical samples. | justification: The dataset is based on clinical samples from HGSOC patients and does not include data from xenografts, cell lines, or animal models.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While it meets the ovarian cancer and proteomics criteria, it does not include healthy controls or involve biomarker discovery, which excludes it from full consideration.",No,False
PXD001084,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset focuses specifically on ovarian cancer by identifying differences between benign and malignant ovarian tumors.,"Yes | evidence: The dataset includes a control group consisting of matched patients with serous cystadenoma, which serves as healthy controls for comparison. | justification: Healthy controls are included in the form of patients with benign tumors (serous cystadenoma) against which malignant tumors are compared.","Yes | evidence: There are six matched patients with serous cystadenoma in the control group, which fulfills the requirement of at least 20% healthy patients as controls. | justification: The dataset explicitly states the number of healthy controls (6), allowing us to confirm that they represent at least 20% of the samples.","Yes | justification: The dataset employs label-free LC-MSe, a proteomics technique, to identify proteins in serum and tissue samples.","No | evidence: Only human serum and tissue samples were analyzed, with no mention of non-clinical samples like xenografts or cell lines. | justification: The dataset is based exclusively on clinical specimen analysis from human patients.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset meets all inclusion criteria: it is focused on ovarian cancer, includes healthy controls, and utilizes proteomics methods for analysis.",Yes,False
PXD015782,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is about high-grade serous ovarian carcinoma (HGSOC), which is a type of ovarian cancer.",No | evidence: The description indicates that the focus is solely on ovarian cancer tumors and does not mention healthy patient controls or biomarker discovery. | justification: There is no evidence of healthy patients as controls or involvement in biomarker discovery within the dataset.,"Not applicable | justification: Since the dataset does not contain healthy patients as controls, this question does not apply.","Yes | justification: The methodology involves mass spectrometry (MIB-MS), which is a proteomics technique used to analyze the kinome landscape of ovarian cancer.","Yes | evidence: The dataset involves tumors isolated from patient-derived xenograft (PDX) models, which are non-clinical in nature. | justification: The use of PDX models indicates that part of the study is based on non-clinical samples.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the criterion for being related to ovarian cancer and includes proteomics data. However, it does not include healthy controls, and it uses non-clinical samples, which leads to exclusion.",No,False
PXD061015,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is focused on patient-derived ovarian cancer stem cells, specifically analyzing high-grade serous ovarian carcinoma.",No | evidence: The dataset does not mention the inclusion of healthy patient controls or indicate involvement in biomarker discovery for ovarian cancer. | justification: The description specifically focuses on cancer stem cells derived from patients with ovarian cancer without reference to healthy controls.,"Not applicable | justification: Since there are no healthy patient controls included in the dataset, this criterion is not applicable.","Yes | justification: The dataset employs quantitative mass spectrometry to analyze the proteome and phosphoproteome, which qualifies it as a proteomics study.","Yes | evidence: The dataset involves the generation of ex vivo primary OCSC-enriched cultures, which indicates a non-clinical study. | justification: The use of ex vivo cultures, specifically OCSC-enriched three-dimensional spheres derived from human patients, categorizes it as non-clinical.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the ovarian cancer and proteomics criteria, it lacks healthy controls and falls under non-clinical, which disqualifies it from inclusion.",No,False
PXD025864,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset investigates the proteome changes in patients with ovarian cancer, thus directly related to ovarian cancer.",Yes | evidence: The study compares cancer patients with healthy individuals. | justification: The dataset includes healthy individuals as controls in the analysis.,"Unclear | evidence: The description does not specify the exact percentages of healthy controls present. | justification: Since explicit sample compositions are not provided, the exact proportion of healthy controls remains unknown.","Yes | justification: The dataset utilizes LC-MS/MS techniques for analyzing the proteome, confirming it includes proteomics.","No | evidence: The focus is on human patients rather than cell lines, animal models, or other non-clinical samples. | justification: The data exclusively involves human patient samples.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset meets all necessary criteria related to ovarian cancer, inclusion of healthy controls, and proteomics.",Yes,True
PXD039281,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset is related to ovarian cancer as it aims to identify proteins involved in chemoresistance in ovarian cancer.,Unclear | evidence: The description does not specify if healthy controls are included or if it explicitly involves diagnostic biomarker discovery. | justification: The dataset focuses on protein interactions in ovarian cancer but lacks clear mention of healthy controls or biomarker discovery processes.,"Not applicable | evidence: Explicit sample compositions are not provided in the description. | justification: Since there is no information about the sample composition, this criterion cannot be assessed.","Unclear | justification: While the study is focused on proteins, the description does not explicitly mention if it utilizes proteomics methods.","No | evidence: The dataset concentrates on human cancers without mention of xenografts, cell lines, or animal models. | justification: Clinical focus suggests it's not non-clinical, but it does not fully confirm the sample types.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Unclear | justification: The dataset meets the ovarian cancer criterion but lacks clarity regarding healthy controls and proteomics methods.,No,False
PXD040742,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset focuses on high grade serous ovarian cancer, specifically chemo-refractory cases.","No | evidence: The description does not mention healthy controls or involvement in biomarker discovery for ovarian cancer. | justification: The dataset is centered exclusively on ovarian cancer patients, with no mention of healthy controls.","Not applicable | evidence: No explicit sample compositions regarding healthy patients are provided. | justification: There is no mention of healthy control patients in the dataset, thus this question is not applicable.","Yes | justification: The study involves characterization of the proteogenomic landscape of ovarian cancer, indicating it includes proteomics.","Yes | evidence: The description mentions patient-derived xenograft (PDX) models. | justification: Including PDX models indicates that the dataset contains non-clinical samples, which are excluded.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer criterion and includes proteomics, but it lacks healthy controls or involvement in biomarker discovery, and it contains non-clinical samples.",No,False
PXD033169,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is focused on high-grade serous ovarian cancer (HGSOC), a major type of ovarian cancer.",Yes | evidence: The dataset includes 24 healthy controls for comparison with HGSOC cases and aims to discover diagnostic biomarkers. | justification: The presence of healthy controls and a focus on biomarker discovery qualifies under the inclusion criteria.,"Yes | evidence: The dataset contains 24 healthy controls out of a total of 50 samples (26 HGSOC cases + 24 HCs), which constitutes 48% healthy controls. | justification: This satisfies the requirement of at least 20% healthy controls.","Yes | justification: The study utilized liquid chromatography data-independent acquisition mass spectrometry, a proteomics technique, to analyze protein expressions.",No | evidence: The dataset includes only clinical samples from human patients (HGSOC cases and healthy controls). | justification: There are no non-clinical samples such as xenografts or cell lines included.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset meets all inclusion criteria: it is about ovarian cancer, includes healthy controls, and is based on proteomics.",Yes,True
PXD064540,,gpt-4o-mini-2024-07-18,"No | justification: The dataset pertains to a mouse model of premature ovarian insufficiency, not directly to ovarian cancer.",No | evidence: The study involves a mouse model and does not include healthy human patients as controls or biomarker discovery for ovarian cancer. | justification: The research focuses on cell therapy in a non-human model and does not address ovarian cancer in human subjects.,Not applicable | evidence: The study does not provide any human sample compositions as it is conducted in mice. | justification: There are no human healthy controls included.,"Yes | justification: Mass spectrometry was utilized to investigate cellular and molecular responses, aligning with proteomics.","Yes | evidence: The dataset involves a mouse model, which is non-clinical by definition. | justification: The entire experimental setup is based on non-human subjects, thus categorized as non-clinical.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset does not meet the criteria for ovarian cancer research nor includes healthy human controls, although it does utilize proteomics.",No,False
PXD015781,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset specifically investigates high-grade serous ovarian carcinoma (HGSOC), a type of ovarian cancer.","No | evidence: There is no mention of healthy controls in the description. | justification: The dataset focuses solely on tumor samples from ovarian cancer patients and their derived xenograft models, with no indication of healthy patient controls.","Not applicable | evidence: The dataset does not mention healthy patient controls. | justification: Since there are no healthy controls indicated in the dataset, this question is not applicable.","Yes | justification: The study employs multiplexed inhibitor beads and mass spectrometry (MIB-MS) to analyze the kinome of ovarian cancer specimens, which is a proteomics technique.",Yes | evidence: The use of tumors isolated from patient-derived xenograft (PDX) models indicates non-clinical samples. | justification: PDX models are considered non-clinical as they involve animal-derived tumor models.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset concerns ovarian cancer and includes proteomic analysis, it lacks healthy control samples and includes non-clinical xenograft models, which does not satisfy all inclusion criteria.",No,False
PXD031485,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset focuses on human ovarian follicles and the implications for folliculogenesis and oocyte maturation in the context of ovarian health.,"Yes | evidence: The study compares follicular fluid from women with polycystic ovarian syndrome (PCOS) to that from normal (healthy) women. | justification: The dataset involves a comparative analysis between affected and healthy individuals, thereby contributing to the understanding of ovarian cancer pathology.","Unclear | evidence: The exact sample composition and proportions of healthy controls versus affected individuals are not provided in the description. | justification: Without specific percentages available in the dataset's details, we cannot confirm if healthy patients comprise at least 20%.",Yes | justification: The title and description indicate that the study utilizes proteomics to analyze the composition of follicular fluid.,"No | evidence: The dataset involves human samples, specifically from women undergoing ovarian stimulation, and is clinical in nature. | justification: There is no indication that the samples are derived from non-clinical sources such as animal models or cell lines.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset meets the criteria for ovarian cancer studies, includes healthy controls, and employs proteomics to provide insights into ovarian function.",Yes,False
PXD041002,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset involves ovarian cancer cells, as specified in the title and description.",No | evidence: The dataset does not mention the inclusion of healthy controls or diagnostic biomarker discovery. | justification: It focuses solely on ovarian cancer cells without any indication of healthy patient controls.,Not applicable | evidence: The dataset does not include healthy patients as controls. | justification: There are no healthy controls mentioned in the dataset.,Yes | justification: The dataset describes proteomics conducted with TMT data from ovarian cancer cells.,Yes | evidence: The study involves ovarian cancer cells and is likely non-clinical as it uses treated and non-treated cancer cells. | justification: The focus on ovarian cancer cells suggests exclusion under non-clinical criteria.,meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but fails to include healthy controls or biomarker discovery.,No,False
PXD019863,,gpt-4o-mini-2024-07-18,"No | justification: The dataset focuses on Salmonella infection in epithelial cells, not ovarian cancer.",No | justification: The dataset does not include healthy controls or involve biomarker discovery for ovarian cancer.,Not applicable | justification: The question of healthy control composition is not applicable as there are no healthy controls present.,"No | justification: Although the study involves protein expression profiling, it does not pertain to proteomics relevant to ovarian cancer.","Yes | evidence: The dataset involves an infection model with Salmonella, which is non-clinical. | justification: The study is based on infection models, which are not clinical datasets related to ovarian cancer.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: No | justification: The dataset does not meet any of the inclusion criteria for ovarian cancer studies.,No,False
PXD015903,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is titled 'CPTAC, TCGA Cancer Proteome Study of Ovarian Tissue' and involves ovarian cancer tumor samples from TCGA.",No | evidence: No mention of healthy controls or biomarker discovery in the description. | justification: The dataset focuses solely on tumor samples and does not indicate any inclusion of healthy patient controls or efforts for biomarker discovery.,"Not applicable | evidence: The dataset does not contain healthy controls. | justification: Since the dataset lacks healthy controls, this question is not applicable.",Yes | justification: The dataset includes global proteome data and employs iTRAQ protein quantification methods for analyzing the proteomics of ovarian cancer samples.,"No | evidence: All samples pertain to human ovarian cancer patients from the TCGA cohort. | justification: The dataset consists entirely of clinical samples from ovarian cancer patients, thus excluding non-clinical datasets.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the criteria for ovarian cancer and proteomics but does not include healthy control patients.,No,False
PXD009655,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset focuses on high-grade ovarian cancer (HGOC) and aims at early detection through proteomic profiling.,"Yes | evidence: The dataset includes controls and is focused on the discovery of proteins as biomarkers for ovarian cancer. | justification: The study includes liquid biopsies from both HGOC patients and healthy controls, aiming for biomarker identification.","Yes | evidence: The dataset includes 127 healthy controls out of a total of 201 samples (49 HGOC patients and 127 controls). | justification: Healthy patients constitute a significant portion of the dataset, exceeding the 20% threshold.",Yes | justification: The title and description clearly state that the study is based on proteomic profiling of microvesicles.,"No | justification: The dataset includes human samples from patients and healthy controls, not non-clinical sources.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset meets all inclusion criteria: it is about ovarian cancer, contains healthy controls, and is based on proteomics.",Yes,True
PXD020560,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is explicitly stated to involve ovarian cancer cells, specifically the A2780 ovarian cancer cell line.","No | evidence: No healthy patient controls are mentioned, and the study does not involve biomarker discovery for ovarian cancer. | justification: The dataset focuses solely on cancer cells without including healthy controls or exploring biomarker discovery.",Not applicable | evidence: There are no healthy controls mentioned in the dataset. | justification: The dataset does not provide explicit sample compositions involving healthy controls.,Yes | justification: The dataset uses mass spectrometry-based shotgun proteomics to analyze global protein expression changes.,"Yes | evidence: The dataset utilizes A2780 ovarian cancer cells, which are considered a non-clinical model (cell line). | justification: Cell lines are classified as non-clinical models, thus rendering the dataset ineligible.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but fails to include healthy controls or engage in biomarker discovery.,No,False
PXD027794,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset focuses on the effect of therapy on ovarian cancer cells, indicating it is about ovarian cancer.",No | evidence: The description does not mention healthy patient controls or diagnostic biomarker discovery related to ovarian cancer. | justification: The dataset only discusses ovarian cancer cell responses and does not involve healthy controls or biomarker discovery.,"Not applicable | evidence: The dataset does not mention any healthy patients as controls. | justification: Since there are no healthy controls mentioned, this question is not applicable.",Yes | justification: The dataset discusses the proteomic profiles of tumor cells in response to therapy-induced secretomes.,"Yes | evidence: The study utilizes SKOV3 cells, which are a cancer cell line, indicating it is a non-clinical dataset. | justification: As SKOV3 cells are used, this dataset is classified under non-clinical studies.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it meets the ovarian cancer and proteomics criteria, it fails to meet the healthy controls or biomarker discovery criteria, and it includes non-clinical samples.",No,False
PXD029424,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset focuses on ovarian carcinoma (OC), specifically BRCA1/2-deficient OC, which falls squarely under the category of ovarian cancer.",No | evidence: The dataset does not mention healthy controls nor does it explicitly state that it is involved in diagnostic biomarker discovery for ovarian cancer. | justification: The description focuses on the comparison of BRCA1/2-deficient tumors and does not indicate the inclusion of healthy patient controls.,"Not applicable | justification: Since the dataset does not include healthy patient controls, this question is not applicable.","Yes | justification: The dataset describes the use of chemical proteomics, phosphoproteomics, and ADP-ribosylation proteomics approaches.","Yes | evidence: The dataset includes BRCA1-isogenic ovarian carcinoma cell line data and patient-derived tumor samples, suggesting non-clinical elements. | justification: The use of a cell line (UWB1.289) and not just primary patient samples indicates potential non-clinical aspects within the dataset.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but fails to provide healthy controls or engage in biomarker discovery relevant to healthy populations.,No,False
PXD031518,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset is explicitly about high-grade serous ovarian cancer (HGSOC).,No | evidence: The dataset description does not mention any healthy patient controls or involve any biomarker discovery for ovarian cancer. | justification: The study focuses solely on classifying morphologic characteristics of HGSOC without reference to healthy controls or diagnostic biomarkers.,"Not applicable | justification: Since the dataset does not include any healthy controls, this question is not applicable.","No | justification: The description does not indicate any proteomics analysis or data related to the study, as it focuses on morphologic characteristics.","No | justification: The study describes clinical observations and imaging of patient tumors, which are clinical samples, not non-clinical datasets.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: No | justification: While the dataset meets the criterion for being about ovarian cancer, it fails to include healthy controls or proteomics data, which are essential for inclusion.",No,False
PXD031929,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset focuses on proteomic alterations in ovarian cancer tissues, specifically high-grade serous ovarian cancer (HGSOC).",No | evidence: The description does not mention the use of healthy controls or diagnostic biomarker discovery involving healthy patients. | justification: The study assesses tumors from HGSOC patients and does not involve any healthy patient controls or the identification of diagnostic biomarkers.,"Not applicable | evidence: No explicit sample compositions are provided, and healthy patients are not included. | justification: Since there are no healthy patient controls in the dataset, this question does not apply.",Yes | justification: The dataset involves proteomic analyses of tumor samples collected from HGSOC patients.,"No | evidence: The dataset pertains to human ovarian cancer tissues and does not mention any non-clinical samples. | justification: The samples collected are clinical tissues from patients, thus not non-clinical.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is about ovarian cancer and includes proteomics but lacks healthy controls, leading to exclusion based on the criteria.",No,False
