custom_id,error,model,Q1,Q2,Q2a,Q3,Q4,Q5,Q6,in_actual
PXD015781,,o4-mini-2025-04-16,Yes | justification: Focuses on high-grade serous ovarian carcinoma (HGSOC) patient tumors,"No | evidence: No healthy patient controls or diagnostic biomarker discovery described | justification: Study is centered on therapeutic target identification, not diagnostic biomarker discovery",Not applicable | justification: No healthy controls present,Yes | justification: Kinome profiling performed by multiplexed inhibitor beads and mass spectrometry (MIB-MS),Yes | evidence: Includes patient-derived xenograft (PDX) models and established HGSOC cell lines | justification: Use of PDX models and in vitro cell lines constitutes non-clinical samples,meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Dataset is ovarian cancer-specific and proteomic but lacks healthy controls/biomarker focus and includes non-clinical models,No,False
PXD031485,,o4-mini-2025-04-16,"No | justification: The study focuses on polycystic ovarian syndrome (PCOS) and folliculogenesis in small antral follicles, not ovarian cancer.","Yes | evidence: Comparison of follicular fluid from women with PCO versus normal women | justification: The dataset includes healthy (normal) women as controls, though in the context of PCOS research.",Unclear | evidence: Description mentions PCO versus normal women but does not specify sample counts or percentages | justification: No explicit sample composition or proportion of healthy controls is provided.,Yes | justification: The study performs proteomic analysis on follicular fluid to detect protein alterations.,"No | evidence: Samples are human follicular fluid obtained from women | justification: All samples are clinical human specimens, not cell lines or animal models.","meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Although the dataset has healthy controls and uses proteomics, it is not about ovarian cancer but PCOS, so it fails the primary disease criterion.",No,False
PXD041002,,o4-mini-2025-04-16,Yes | justification: Study focuses on ovarian cancer cells,No | evidence: Comparisons between treated vs non-treated cancer cells | justification: No healthy patient controls or diagnostic biomarker discovery,Not applicable | justification: No healthy controls reported,Yes | justification: TMT-based MS3 proteomic analysis,"Yes | evidence: Use of ovarian cancer cells in vitro | justification: Cell line or ex vivo cell study, not clinical patient samples","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it meets ovarian cancer and proteomics criteria, it lacks healthy controls or biomarker discovery and is non-clinical",No,False
PXD019863,,o4-mini-2025-04-16,"No | justification: The dataset focuses on Salmonella infection in epithelial cells, not ovarian cancer.","No | evidence: Description: No mention of healthy patient controls or ovarian cancer biomarker discovery. | justification: The study is about host–pathogen proteome profiling in infection models, not biomarker discovery or healthy controls for ovarian cancer.",Not applicable | evidence: N/A | justification: No healthy patient controls are present.,Yes | justification: The study employs data‐dependent and data‐independent acquisition mass spectrometry for protein profiling.,"Yes | evidence: Description: Uses Salmonella‐infected epithelial cells in vitro. | justification: This is a non‐clinical, in vitro infection model with cell lines.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset includes proteomics but is not about ovarian cancer nor does it include healthy patient controls or biomarker discovery for ovarian cancer.,No,False
PXD015903,,o4-mini-2025-04-16,Yes | justification: Title and description state study of TCGA ovarian cancer tumor samples (Ovarian Serous Cystadenocarcinoma).,No | evidence: Description mentions only 174 TCGA ovarian cancer tumor samples; no healthy controls or explicit diagnostic biomarker discovery objective. | justification: No healthy patient controls; no mention of diagnostic biomarker discovery for ovarian cancer.,Not applicable | evidence: No healthy controls present | justification: Dataset contains only tumor samples.,"Yes | justification: Proteome data acquired via iTRAQ, glycoproteome and phosphoproteome analyses.","No | evidence: Samples are clinical tumor tissues from TCGA | justification: No xenografts, cell lines, animal or ex vivo studies.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While it is a proteomics study of ovarian cancer, it lacks healthy controls and does not explicitly focus on diagnostic biomarker discovery.",No,False
PXD009655,,o4-mini-2025-04-16,Yes | justification: Study focuses on high-grade ovarian cancer (HGOC) and early detection biomarkers for ovarian cancer.,"Yes | evidence: Liquid biopsies from HGOC patients (n=49), controls (n=127) and healthy BRCA mutation carriers (n=25) and development of a 9-protein classifier for diagnosis. | justification: Includes healthy controls and performs diagnostic biomarker discovery.",Yes | evidence: Controls (n=127) out of total samples (n=201) ~63% are healthy controls. | justification: Explicit sample composition shows >20% healthy controls.,"Yes | justification: Microvesicle proteomic profiling using Q-Exactive mass spectrometry with identification of ~8,578 proteins.","No | evidence: Samples are clinical utero-tubal lavage fluids from human patients. | justification: No xenografts, cell lines, animal models, or purely ex vivo/in vitro studies.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Study is on ovarian cancer, includes adequate healthy controls, and uses clinical proteomics for biomarker discovery.",Yes,True
PXD020560,,o4-mini-2025-04-16,Yes | justification: Study focuses on A2780 ovarian cancer cells,No | evidence: Description does not mention healthy patient controls or diagnostic biomarker discovery | justification: No healthy controls or biomarker discovery objectives are reported,Not applicable | evidence: No healthy controls reported | justification: Sample composition not provided for healthy patients,Yes | justification: Uses mass spectrometry-based shotgun proteomics,Yes | evidence: Dataset uses the A2780 ovarian cancer cell line | justification: In vitro cell line model is non-clinical,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it meets ovarian cancer and proteomics criteria, it lacks healthy controls and is non-clinical",No,False
PXD027794,,o4-mini-2025-04-16,Yes | justification: Study focuses on ovarian cancer SKOV3 cell line models,No | evidence: No human samples or biomarker discovery; only in vitro cell line secretome experiments | justification: No healthy patient controls or diagnostic biomarker component,Not applicable,Yes | justification: Proteomic profiling of recipient tumor cells after secretome treatment,"Yes | evidence: Experiments use SKOV3 ovarian cancer cell line secretomes | justification: In vitro cell line model, no clinical samples","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the study examines ovarian cancer proteomics, it lacks healthy controls and uses non-clinical cell line models, failing key inclusion criteria",No,False
PXD029424,,o4-mini-2025-04-16,Yes | justification: Title and description focus on ovarian carcinoma (OC) and BRCA1/2-deficient ovarian tumors.,"No | evidence: Description includes cell lines and tumor samples only; no healthy patient controls or diagnostic biomarker discovery mentioned. | justification: Study investigates mechanism‐based predictive biomarkers for therapy response, not diagnostic biomarkers or healthy controls.",Not applicable,"Yes | justification: The study uses chemical proteomics, phosphoproteomics, and ADP-ribosylation proteomics approaches.","Yes | evidence: Use of BRCA1-isogenic OC cell line pair (UWB1.289 and UWB+B). | justification: Includes in vitro cell line models, a non-clinical sample type.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Dataset is ovarian cancer and proteomics but lacks healthy controls/diagnostic biomarker focus and includes non-clinical cell line models.,No,False
PXD031518,,o4-mini-2025-04-16,Yes | justification: The study focuses on high-grade serous ovarian cancers (HGSOCs).,"No | evidence: Description does not mention healthy control subjects or biomarker discovery efforts. | justification: The dataset describes tumor morphologic classification, without reference to healthy patient controls or diagnostic biomarker identification.",Not applicable | justification: No healthy controls are described.,No | justification: There is no mention of proteomic profiling or protein measurements; the focus is on morphologic and clinical/molecular features without specifying proteomics.,"No | evidence: Study involves laparoscopic video imaging of patient tumors. | justification: All samples derive from clinical HGSOC patients; no cell lines, animal models, or ex vivo systems are described.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: No | justification: Although it addresses ovarian cancer, it lacks healthy controls or biomarker discovery and does not include proteomic data, failing criteria 2 and 3.",No,False
PXD031929,,o4-mini-2025-04-16,Yes | justification: Study explicitly investigates proteomic alterations in high-grade serous ovarian cancer (HGSOC) patient tumors,"No | evidence: Description focuses on matched pre- and post-NACT HGSOC tumors; no healthy controls or diagnostic biomarker discovery mentioned | justification: No healthy patient controls and biomarkers are prognostic, not diagnostic",Not applicable | evidence: No healthy controls present | justification: Criterion not applicable if no controls,Yes | justification: Study assesses proteomic profiles in HGSOC tumor tissues,"No | evidence: Uses clinical tumor samples from HGSOC patients | justification: No xenografts, cell lines, animal models, or ex vivo/in vitro studies","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset focuses on proteomic analysis of ovarian cancer tissues, it lacks healthy controls or diagnostic biomarker discovery, so it fails criterion 2",No,False
PXD019914,,o4-mini-2025-04-16,Yes | justification: Focuses on high-grade serous ovarian carcinoma (HGSC) tumor tissues.,No | evidence: Analysis is limited to 119 HGSC tumor tissues with no healthy control samples or mention of diagnostic biomarker discovery. | justification: No healthy patient controls and no diagnostic biomarker discovery component described.,Not applicable | justification: No healthy controls present.,Yes | justification: Employs MS-based glycoproteomic strategies (SPEG and intact glycopeptide profiling).,"No | evidence: Samples are human tumor tissues, not cell lines, xenografts, animal models, or ex vivo systems. | justification: Only clinical human tissue samples used.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it meets cancer and proteomic criteria, it lacks healthy controls or biomarker discovery, failing criterion 2.",No,False
PXD022996,,o4-mini-2025-04-16,No | justification: The dataset describes proteomic imputation workflows and does not mention ovarian cancer samples or context.,"No | evidence: No mention of healthy patient controls or biomarker discovery for ovarian cancer. | justification: The study is methodological, focusing on imputation strategies rather than clinical comparisons or biomarker identification.",Not applicable | evidence: No clinical sample composition provided. | justification: No healthy controls are described.,Yes | justification: The dataset involves label-free DIA-MS proteomic data used to evaluate imputation methods.,"Yes | evidence: Use of dilution series, a pilot dataset, and a larger proteomic dataset without patient or clinical samples. | justification: All data sets are experimental and not derived from clinical or patient sources.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is proteomic, it lacks any ovarian cancer context or healthy patient controls/biomarker discovery.",No,False
PXD000100,,o4-mini-2025-04-16,Yes | justification: Title and description specify ovarian cancer patient plasma samples,Yes | evidence: Targeted analysis of cancer-associated proteins in ovarian cancer plasma | justification: Study focuses on profiling cancer-associated proteins for potential diagnostic biomarkers,"No | evidence: Samples are from ovarian cancer and benign ovarian tumor patients, no healthy controls | justification: Explicit composition lacks healthy subjects",Yes | justification: Uses targeted mass‐spectrometry with heavy isotope standards and mProphet analysis on plasma digest,"No | evidence: All samples are human plasma from clinical ovarian cancer and benign tumor patients | justification: No cell lines, animal models, xenografts, or ex vivo/in vitro samples",meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Dataset involves ovarian cancer clinical plasma proteomics and targets diagnostic biomarker discovery,Yes,False
