custom_id,error,model,Q1,Q2,Q2a,Q3,Q4,Q5,Q6,in_actual
PXD000214,,gpt-5-mini-2025-08-07,"No | justification: The study investigates CHO (Chinese hamster ovary) cell conditioned media and autocrine growth factors for single-cell cloning media. This is a cell line/bioprocessing study, not human ovarian cancer research.",No | evidence: Description describes CHO cell conditioned media from fed-batch bioreactors; no human subjects or controls and no mention of diagnostic biomarker discovery for ovarian cancer. | justification: No healthy human patients or diagnostic biomarker study for ovarian cancer are described; the work is focused on cell-line secreted factors.,Not applicable | justification: No human sample composition or healthy controls are provided in the description.,"Yes | justification: The methods describe label-free shotgun proteomics using tryptic digestion, SCX fractionation, RP LC-MS/MS on an LTQ Orbitrap Velos, and Proteome Discoverer/Sequest processing.","Yes | evidence: Samples are CHO cell conditioned media harvested from fed-batch bioreactors (CHO = Chinese hamster ovary cell line). | justification: This is a non-clinical cell line study (in vitro/bioprocessing), which falls under excluded non-clinical datasets.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset uses proteomics methods, it is not about human ovarian cancer and contains no healthy human controls; it is a non-clinical cell line study, so it does not meet the inclusion criteria.",No,False
PXD005436,,gpt-5-mini-2025-08-07,"No | justification: The study investigates poor ovarian response (POR) during in vitro fertilization (IVF) using human follicular fluid; it is focused on fertility/IVF outcomes, not ovarian cancer.","No | evidence: The description states the study seeks biomarkers to predict poor ovarian response during IVF; it does not mention ovarian cancer or healthy controls for cancer diagnostics. | justification: Although the study performs biomarker discovery, it is for POR in IVF rather than diagnostic biomarkers for ovarian cancer, and no healthy cancer-control cohort is described.","Not applicable | evidence: Sample composition (e.g., proportion of healthy controls) is not provided, and the study is not about ovarian cancer controls. | justification: Because the dataset does not concern ovarian cancer, the 20% healthy control criterion for ovarian cancer datasets is not applicable.","Yes | justification: The study used quantitative proteomic analyses with a high-resolution Orbitrap mass spectrometer and validated findings using a triple-quadrupole (QQQ) mass spectrometer; 1,079 proteins were identified.","No | evidence: The samples are human follicular fluid collected during IVF cycles. | justification: The dataset is based on clinical human samples, not xenografts, cell lines, animal models, or ex vivo/in vitro models.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is proteomic and uses clinical human samples, it does not pertain to ovarian cancer nor to diagnostic biomarker discovery for ovarian cancer, so it does not meet the primary disease-related inclusion criteria.",No,False
PXD010166,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly state epithelial ovarian cancer (EOC) and investigate Septin-2's role in EOC tumorigenesis.,Unclear | evidence: Description states septin-2 was overexpressed in human patient tissue compared to 'benign disease.' | justification: The text mentions comparison to benign disease but does not explicitly state presence of healthy patient controls nor that the study was a diagnostic biomarker discovery effort.,"Not applicable | evidence: No sample counts or explicit sample composition provided in the description. | justification: Because explicit sample composition/proportions are not given, the 20% healthy control threshold cannot be assessed.",Yes | justification: Description reports 'comparative label-free proteomic analysis' and differential protein expression analysis.,"Yes | evidence: The study developed 'stable septin-2 knockout clones in an ovarian cancer cell line' and performed proteomic analysis on these knockout cells. | justification: Proteomic experiments were performed on cell lines (non-clinical), which fall under exclusion criteria.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is focused on ovarian cancer and includes proteomics, but it does not clearly include healthy patient controls or diagnostic biomarker discovery, and the reported proteomic work was performed on ovarian cancer cell lines (non-clinical). Because non-clinical (cell line) data are present and healthy-control status is not demonstrated, the dataset should not be included.",No,False
PXD045417,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly state the study is of high-grade serous ovarian cancer (HGSOC) and analyses tumor cohorts of HGSOC patients.,"No | evidence: Description reports profiling of bulk tumor, LMD-enriched tumor and stromal populations from 70 HGSOC patient tumors and validation cohorts of HGSOC patients; no mention of healthy patient controls or diagnostic biomarker discovery. | justification: Study focuses on tumor samples and prognostic/proteogenomic signatures within HGSOC cohorts, not on healthy controls or diagnostic biomarker discovery.","Not applicable | evidence: No explicit sample composition including healthy controls is provided in the description; all described cohorts are HGSOC patients. | justification: Because no healthy controls are reported, the 20% healthy-control composition criterion does not apply.",Yes | justification: Description states this is a proteogenomic analysis with deep proteomic profiling and references proteomic pathways and validated proteins.,"No | evidence: Samples described are human patient tumors (bulk tumor and LMD-enriched tumor and stromal cell populations) from multiple HGSOC patient cohorts. | justification: No xenografts, cell lines, animal models, or ex vivo/in vitro non-clinical models are mentioned.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is clearly ovarian cancer and proteomics-based, but it does not include healthy controls nor describe diagnostic biomarker discovery, so it fails the healthy-control/diagnostic criterion.",No,False
PXD001084,,gpt-5-mini-2025-08-07,Yes | justification: Study compares benign and malignant serous ovarian tumors and specifically analyzes serum and tissue from patients with serous adenocarcinoma of the ovary.,"Yes | evidence: Description: ""Serum of six patients with a serous adenocarcinoma of the ovary... control group consisting of six matched patients with a serous cystadenoma."" Differential expression analyses identified proteins distinguishing benign and malignant samples. | justification: Although controls are benign tumor patients (not healthy), the study performs differential proteomic analyses to identify proteins/pathways that distinguish malignant from benign ovarian tumors, consistent with diagnostic biomarker discovery.",No | evidence: Explicit sample counts provided: 6 malignant (serous adenocarcinoma) and 6 control (serous cystadenoma) patients; no healthy subjects reported. | justification: Controls are patients with benign serous cystadenoma rather than healthy individuals; therefore dataset does not contain ≥20% healthy controls.,Yes | justification: Uses label-free liquid chromatography tandem mass spectrometry (LC-MSe) on serum and laser-microdissected tissue to identify proteins and perform differential proteomic analyses.,"No | evidence: Samples are human serum and laser-microdissected human tumor and benign tissue from patients. | justification: All described samples are clinical human specimens; no xenografts, cell lines, animal models, or ex vivo/in vitro non-clinical models are indicated.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset is focused on ovarian (serous) tumors, performs proteomic LC-MS analyses, and conducts differential analyses aimed at distinguishing benign versus malignant tumors (biomarker discovery). Although controls are benign tumor patients rather than healthy individuals, the biomarker discovery criterion is satisfied.",Yes,False
PXD015782,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly focus on high-grade serous ovarian carcinoma (HGSOC) and HGSOC patient tumors.,"No | evidence: Description mentions HGSOC patient tumors, patient-derived xenograft (PDX) tumors, and HGSOC cell lines; no mention of healthy patient controls or diagnostic biomarker discovery. | justification: The study maps the kinome of HGSOC tumors and investigates therapeutic targeting (MRCKA); it does not state inclusion of healthy control patients nor a diagnostic biomarker discovery aim.","Not applicable | evidence: No explicit sample composition or healthy controls reported in the description. | justification: Because no healthy controls are reported, the 20% composition check is not applicable.","Yes | justification: Uses multiplexed inhibitor beads and mass spectrometry (MIB-MS) to profile the kinome, which is a proteomic technique.","Yes | evidence: Description references patient-derived xenograft (PDX) models, established HGSOC cell lines, and spheroid assays. | justification: The dataset includes non-clinical sample types (PDX and cell line experiments) in addition to patient tumors.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is proteomics-based and directly about HGSOC, it does not include healthy patient controls nor is it described as a diagnostic biomarker discovery study. It also includes non-clinical samples (PDX, cell lines). Therefore it fails the healthy-control/biomarker requirement and should not be included.",No,False
PXD061015,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly focus on high-grade serous ovarian carcinoma (HGSOC) and ovarian cancer stem cells (OCSCs) derived from patient tumors.,No | evidence: Description reports generation of OCSC-enriched spheres from ten treatment-naive patient-derived adherent cultures; no mention of healthy patient controls or diagnostic biomarker discovery. | justification: All samples described are tumor-derived; the study aims to characterize stemness and therapeutic targets rather than diagnostic biomarker discovery or use of healthy controls.,"No | evidence: Explicit sample composition: 'ten distinct treatment naive patient-derived adherent (2D) cultures' and derived 3D spheres; no healthy/control subjects reported. | justification: When explicit composition is given, there are only tumor patient-derived samples and therefore <20% (0%) healthy controls.",Yes | justification: The study used state-of-the-art quantitative mass spectrometry to analyze both the proteome and phosphoproteome.,Yes | evidence: Data generated from ex vivo primary OCSC-enriched 3D spheres produced from patient-derived adherent cultures and functional assays (sphere formation) in adherent OC cells. | justification: Samples are ex vivo / primary cell culture models rather than direct clinical tissue/serum samples; the dataset therefore includes non-clinical (ex vivo/in vitro) material.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset is ovarian cancer–related and uses proteomics, it lacks healthy controls or a diagnostic biomarker focus, and it is based on ex vivo/in vitro patient-derived cultures (non-clinical). These factors fail the healthy-control requirement and fall under the exclusion for non-clinical datasets.",No,False
PXD025864,,gpt-5-mini-2025-08-07,Yes | justification: Title and description explicitly state the study compares the proteome of human patients with ovarian cancer versus controls.,Yes | evidence: Description: '...compared with healthy individuals.' | justification: The description explicitly states healthy individuals were used as controls; this also implies diagnostic comparison/biomarker discovery potential.,"Not applicable | evidence: No sample counts or composition percentages are provided in the title or description. | justification: Explicit sample composition (counts or percentages) is not reported, so the 20% threshold cannot be assessed from available information.",Yes | justification: Title indicates LC-MS/MS proteomics was performed on human samples.,"No | evidence: Description refers to 'human patients' and 'healthy individuals.' | justification: The dataset appears to use clinical human samples only; no mention of cell lines, animal models, xenografts, or ex vivo/in vitro studies.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset is on human ovarian cancer, includes healthy controls, and uses LC-MS/MS proteomics. Explicit control sample proportion is not provided, so confirmatory review of sample composition is recommended before full inclusion.",Yes,True
PXD039281,,gpt-5-mini-2025-08-07,Yes | justification: The description explicitly states the work includes ovarian cancer (aims to identify a protein that interacts with PAF1 in ovarian cancer among other cancers).,"No | evidence: Description: 'To identify a common protein that interacts with PAF1 in ovarian cancer, lung Cancer, and pancreatic cancer to mediate chemoresistance.' | justification: The description focuses on protein interactions and chemoresistance; there is no mention of healthy patient controls or diagnostic biomarker discovery.","Not applicable | evidence: No sample composition or mention of healthy controls is provided in the title/description. | justification: Because no explicit sample composition or healthy controls are described, the 20% control threshold cannot be assessed.","Unclear | justification: The study aims to identify protein interactors (which could involve proteomics like IP-MS), but the description does not explicitly state that proteomic methods or mass spectrometry data were used.","Unclear | evidence: Description focuses on mechanistic identification of protein interactions and chemoresistance across cancers but gives no sample type details. | justification: The aims suggest likely use of non-clinical models (cell lines or biochemical assays), but no explicit statement about xenografts, cell lines, animal models, or clinical samples is provided.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Unclear | justification: While the dataset concerns ovarian cancer, it does not mention healthy controls or diagnostic biomarker discovery, and it does not explicitly state use of proteomics. Therefore it does not meet the healthy-control/biomarker criterion and proteomics status is uncertain, so it should not be included based on the provided information.",No,False
PXD040742,,gpt-5-mini-2025-08-07,Yes | justification: Title and description specify high grade serous ovarian cancers (HGSOCs); 242 HGSOC patient samples were profiled.,"No | evidence: Description describes 242 HGSOCs (refractory and sensitive) across discovery/validation cohorts; no mention of healthy control subjects; biomarker described predicts chemo-refractoriness. | justification: The study uses tumor cohorts (refractory vs sensitive) and identifies a predictive/prognostic 64-protein signature for chemo-refractoriness, not a diagnostic biomarker distinguishing ovarian cancer from healthy controls. No healthy control subjects are mentioned.",Not applicable | evidence: Explicit sample composition provided (242 HGSOC tumor samples) but no healthy controls are listed. | justification: Sample composition is explicit and contains only ovarian cancer cases (refractory and sensitive); therefore the ≥20% healthy control criterion is not met.,Yes | justification: Described as a proteogenomic analysis characterizing the proteogenomic/proteomic landscape and identifying a 64-protein signature—indicates proteomics data were generated and analyzed.,"Yes | evidence: Description states clusters were validated across cohorts “as well as in patient-derived xenograft (PDX) models.” | justification: PDX (non-clinical, in vivo models) are explicitly used for validation, so non-clinical samples/models are included in the study.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is clearly ovarian cancer and proteomic/proteogenomic, but it lacks healthy control subjects and does not perform diagnostic biomarker discovery (it identifies a predictive/prognostic signature for chemo-refractoriness). Presence of PDX validation indicates non-clinical models are included but the primary samples are clinical tumors. However it fails the requirement for healthy controls or diagnostic biomarker discovery.",No,False
PXD033169,,gpt-5-mini-2025-08-07,Yes | justification: Study explicitly focuses on high-grade serous ovarian cancer (HGSOC) as stated in the title and description.,Yes | evidence: Depleted serum samples from 26 HGSOC cases and 24 healthy controls (HCs) were analyzed; study aims to discover diagnostic biomarkers. | justification: The dataset includes both HGSOC cases and healthy controls and is explicitly a diagnostic biomarker discovery study.,"Yes | evidence: 26 HGSOC cases and 24 healthy controls (total 50 samples; controls = 24/50 = 48%). | justification: Explicit sample composition is provided and healthy controls comprise ~48% of samples, exceeding the 20% threshold.","Yes | justification: Proteomics methods reported: liquid chromatography data-independent acquisition tandem-mass spectrometry (DIA-MS) on serum, identification of 1,847 proteins, and targeted MS validation.","Yes | evidence: Description notes in vitro functional assays on four potential biomarkers (FGA, VWF, ARHGDIB, and SERPINF2) assessing cancer cell proliferation and migration. | justification: Although the primary dataset is clinical serum proteomics, the study also reports in vitro (non-clinical) functional experiments.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The primary dataset is clinical proteomics of HGSOC with explicit inclusion of healthy controls (26 cases, 24 controls) and proteomic analyses (DIA-MS and targeted MS). The presence of additional in vitro functional assays does not change that the core dataset meets inclusion criteria.",Yes,True
PXD064540,,gpt-5-mini-2025-08-07,"No | justification: The study investigates premature ovarian insufficiency (POI) in a cyclophosphamide-induced mouse model, not ovarian cancer.",No | evidence: Description makes no mention of healthy human patient controls or diagnostic biomarker discovery for ovarian cancer; it describes therapeutic cell administration and mechanism studies in a mouse POI model. | justification: Study compares treated vs model mice rather than including healthy human controls or performing ovarian cancer biomarker discovery.,Not applicable | evidence: No explicit sample composition for healthy human controls is provided because no healthy human controls are reported. | justification: Not applicable since there are no healthy human patient controls described.,"Yes | justification: Mass spectrometry was used to investigate underlying mechanisms, indicating proteomics data were generated.","Yes | evidence: The work uses a cyclophosphamide (CTX)-induced premature ovarian insufficiency mouse model with orthotopic administration of cells (animal model). | justification: The dataset is derived from an in vivo mouse model (non-clinical), which falls under exclusion criteria.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although proteomics (mass spectrometry) was performed, the study is not about ovarian cancer (it addresses POI) and does not include healthy human controls or ovarian cancer biomarker discovery. It is a non-clinical animal model study, so it fails the primary inclusion criteria.",No,False
