custom_id,error,model,Q1,Q2,Q3,Q4,in_actual
samples_table_GSE52717.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or status data such as overall survival (OS), relapse-free survival (RFS), or progression-free survival (PFS). | justification: The dataset appears to be focused on RNA profiling of patient-derived xenograft samples and cancer initiating cells without any survival outcome data provided.",No | stage i evidence: No information on patient stage distribution is provided; samples are described as patient-derived xenografts and cancer initiating cells without clinical staging details. | act evidence: No explicit annotation or mention of adjuvant chemotherapy (ACT) is present in the dataset description or sample metadata. | justification: Neither stage I patient majority nor ACT annotation is evident from the dataset information.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks both survival data and the required clinical annotations (stage I majority or ACT). Therefore, it does not meet the inclusion criteria for the meta-analysis.",No,False
samples_table_GSE171702.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample data do not mention any patient-specific survival time or status such as overall survival (OS), relapse-free survival (RFS), or progression-free survival (PFS). | justification: Survival data is a required inclusion criterion, but no survival time or status information is provided in the dataset or description.","No | stage i evidence: Only 1 patient (GSM5231067) out of approximately 32 samples is Stage 1A, which is about 3%. Majority are Stage 3 or 4. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset or description. | justification: The dataset does not have at least 50% Stage I patients, nor does it include explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks survival data and does not meet the stage I or ACT annotation criteria, thus it does not fulfill the inclusion criteria.",No,False
samples_table_GSE18346.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations indicate paired normal and tumor lung tissue samples from diagnostic NSCLC patients, but there is no mention of patient-specific survival time or status data such as overall survival or progression-free survival. | justification: Survival data is not provided or referenced in the dataset summary or sample metadata.",No | stage i evidence: No information on patient staging is provided in the dataset description or sample metadata. | act evidence: No explicit annotation of adjuvant chemotherapy treatment is present in the dataset or metadata. | justification: Neither stage I patient composition nor adjuvant chemotherapy annotation is available or indicated.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not provide information on stage I patient proportion or adjuvant chemotherapy annotation, failing both inclusion criteria.",No,False
samples_table_GSE26241.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from A549 cell lines treated with TGFbeta or siRNA; no patient survival time or status data provided. | justification: The dataset is based on in vitro cell line experiments, not patient clinical data, so survival information is absent.",No | stage i evidence: No patient data or staging information is available; dataset is from A549 cell line experiments. | act evidence: No adjuvant chemotherapy annotation present; dataset is experimental cell line data. | justification: No clinical patient data or annotations related to stage or treatment are included.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line gene expression dataset, not clinical patient data.",No,False
samples_table_GSE136932.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset description and sample annotations show cell line experiments with treatment times; no patient survival time or status data provided. | justification: The dataset involves in vitro cell line experiments (A549 and H1975) treated with Pirfenidone, with no clinical patient data or survival outcomes reported.","No | stage i evidence: No patient stage information available; dataset is from cell lines, not patient samples. | act evidence: No adjuvant chemotherapy annotation present; dataset is experimental drug treatment on cell lines. | justification: Since this is a cell line study without patient samples, there is no stage or ACT annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and any clinical annotation regarding stage or adjuvant chemotherapy; it is an in vitro experimental dataset and does not meet inclusion criteria.,No,False
samples_table_GSE184414.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from NSCLC cell lines (A549) before and after berberine treatment; no patient survival time or status data provided. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival information is not available.","No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines, not patient samples. | act evidence: No adjuvant chemotherapy annotation is present; dataset involves treatment of cell lines with berberine, not clinical ACT annotation. | justification: Since the dataset is from cell lines, neither stage I patient composition nor ACT annotation applies.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and does not include clinical patient stage or ACT annotation; it is an in vitro cell line study, thus does not meet inclusion criteria.",No,False
samples_table_GSE229302.csv,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Columns 'GPL18058_Status after 5 years' with values 'Alive' or 'Dead' indicate survival status; however, no explicit survival time is provided. | justification: Survival status is present but survival time (e.g., OS in months) is not explicitly given.","No | stage i evidence: Only 1 of 6 samples (Tumor 3) is Stage IB, which is less than 50%. | act evidence: No explicit adjuvant chemotherapy annotation is provided. | justification: The dataset does not have a majority (>50%) of Stage I patients and lacks ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: Although survival status is present, survival time is missing, failing the survival data criterion. Also, neither majority Stage I patients nor ACT annotation is present, failing the second criterion.",No,False
samples_table_GSE115456.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of gene expression profiles of NSCLC cell lines treated with various substances; no patient-specific survival time or status data is provided. | justification: The data is from cell lines, not patient samples, so survival data is not applicable.","No | stage i evidence: No patient data or staging information is provided; the dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is present; dataset involves treatment of cell lines with substances, not clinical treatment data. | justification: The dataset does not include patient samples, so stage or ACT annotation is not applicable.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and any clinical annotation regarding stage or adjuvant chemotherapy; it is an in vitro cell line study and does not meet inclusion criteria.,No,False
samples_table_GSE23066.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset includes gene expression profiles of fibroblasts from NSCLC and normal lung tissue, no survival time or status data provided. | justification: The dataset focuses on gene expression in stromal cells, not on patient survival outcomes.",No | stage i evidence: No information on patient stage is provided. | act evidence: No adjuvant chemotherapy annotation is present. | justification: The dataset does not include clinical stage or treatment annotation for patients.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks survival data and clinical annotations required for inclusion.,No,False
samples_table_GSE136933.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset involves transcriptome analysis of NSCLC cell lines treated with Pirfenidone; no patient survival time or status data provided. | justification: The dataset is based on in vitro cell line experiments, not patient clinical data, so survival information is absent.",No | stage i evidence: No patient data or staging information is available; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation present; dataset describes drug treatment in vitro. | justification: No clinical patient data or treatment annotation relevant to inclusion criteria.,meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line study.,No,False
samples_table_GSE32989.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of NSCLC cell lines with no patient-specific survival time or status data provided. | justification: The dataset is based on lung cancer cell lines, not patient samples, so survival data such as OS or PFS is not available.","No | stage i evidence: Not applicable as dataset is cell lines, not patient samples with clinical staging. | act evidence: No explicit adjuvant chemotherapy annotation is provided in the dataset description or metadata. | justification: The dataset includes only cell lines without clinical stage or treatment annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include clinical stage or adjuvant chemotherapy information, thus failing both inclusion criteria.",No,False
samples_table_GSE49644.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression profiles of NSCLC cell lines before and after EMT induction; no patient survival time or status data provided. | justification: The dataset is based on cell lines, not patient samples, so survival data is not applicable.",No | stage i evidence: No patient samples or staging information provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation present; dataset is experimental cell line data. | justification: Dataset does not include patient clinical data or treatment annotations.,meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line study.,No,False
samples_table_GSE222124.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from cell lines (Jurkat, THP1, KHYG-1) treated with glycodelin; no patient data or survival time/status provided. | justification: The dataset is based on cell lines, not patient samples, and does not include any survival information such as overall survival or progression-free survival.","No | stage i evidence: No patient samples or staging information present; dataset is from leukemia and natural killer cell leukemia cell lines, not NSCLC patients. | act evidence: No adjuvant chemotherapy annotation or patient treatment data available. | justification: The dataset does not include any NSCLC patient samples, stage information, or treatment annotations.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and does not include NSCLC patient samples with stage or treatment annotations; it is a cell line study unrelated to NSCLC patient clinical data.,No,False
samples_table_GSE77209.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset includes sample information such as treatment cycles, histology, age, gender, race, smoking status, and pack-years, but does not include any patient-specific survival time or status data (e.g., overall survival, progression-free survival). | justification: No survival time or status data is provided in the dataset or description.","No | stage i evidence: No information on cancer stage is provided in the dataset or description. | act evidence: While treatment with paclitaxel+carboplatin is annotated, this is standard chemotherapy treatment, not explicit adjuvant chemotherapy annotation. Also, no indication that adjuvant chemotherapy status is explicitly annotated per patient. | justification: The dataset lacks stage information and does not explicitly annotate adjuvant chemotherapy status; treatment cycles are given but do not confirm adjuvant chemotherapy annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not include survival data and does not meet the criterion of having at least 50% stage I patients or explicit adjuvant chemotherapy annotation. Therefore, it does not meet the inclusion criteria.",No,False
samples_table_GSE197109.csv,,gpt-4.1-mini-2025-04-14,No | evidence: Dataset consists of transcriptome data from 15 NSCLC cell lines; no patient survival time or status data provided. | justification: Cell line data do not include patient-specific clinical outcomes such as survival time or status.,"No | stage i evidence: No patient samples, only cell lines; no staging information available. | act evidence: No adjuvant chemotherapy annotation present as dataset is from cell lines, not patients. | justification: Dataset does not contain patient clinical data, so neither stage I composition nor ACT annotation can be assessed.",meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient survival data and clinical annotations required for inclusion; it is transcriptomic data from cell lines only.,No,False
samples_table_GSE175601.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or status data such as overall survival (OS), relapse-free survival (RFS), or progression-free survival (PFS). | justification: The dataset focuses on gene expression differences related to bone metastasis status but does not provide survival outcome data for the patients.","No | stage i evidence: No information is provided about the stage distribution of the NSCLC patients, including Stage I. | act evidence: There is no explicit annotation or mention of adjuvant chemotherapy (ACT) status for the patients in the dataset. | justification: The dataset only distinguishes samples by presence or absence of bone metastasis, without stage or treatment annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks both survival data and the required clinical annotations (majority Stage I or ACT status) necessary for inclusion according to the criteria.,No,False
samples_table_GSE209983.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset is from a mouse xenograft model with gene expression data; no patient survival time or status data provided. | justification: The dataset describes gene expression in engineered human NSCLC cells in a mouse model, not clinical patient data with survival outcomes.","No | stage i evidence: No clinical staging information provided; samples are from mouse xenografts, not patient tumors. | act evidence: No adjuvant chemotherapy annotation present or applicable. | justification: Since this is a preclinical mouse xenograft dataset, clinical stage and treatment annotations are not available.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is a preclinical model dataset.,No,False
samples_table_GSE203510.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or status data such as overall survival (OS), recurrence-free survival (RFS), or progression-free survival (PFS). | justification: Survival data is a required inclusion criterion, but the dataset focuses on circulating microRNA expression and MSC risk levels without any survival outcome information.",No | stage i evidence: No information on patient staging is provided in the dataset or description; stage I NSCLC proportion is unknown. | act evidence: No explicit annotation or mention of adjuvant chemotherapy (ACT) is present in the dataset or description. | justification: Neither stage I patient composition nor ACT annotation is available or indicated.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks both survival data and the required clinical annotations (stage I majority or ACT) necessary for inclusion according to the criteria.,No,False
samples_table_GSE33072.csv,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Columns include 'progression-free survival time (months)' and 'progression-free survival status' with values for many patients. | justification: The dataset contains patient-specific progression-free survival time and status data, fulfilling the survival data criterion.","No | stage i evidence: Most patients have advanced stages (e.g., IV, IIIB), with very few or no clear majority of Stage I patients; one patient noted as IB but not majority. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation is present in the dataset or metadata. | justification: The dataset does not have a majority (>50%) of Stage I patients, nor explicit ACT annotation.","meets survival criterion: Yes | meets stage or act criterion: No | justification: While the dataset includes survival data, it lacks the required sample composition of majority Stage I patients or explicit ACT annotation, thus does not meet all inclusion criteria.",No,False
samples_table_GSE47056.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset describes miRNA expression in A549 NSCLC cell lines with different invasive properties, no patient data or survival time/status is mentioned. | justification: The dataset is based on cell lines, not patient samples, so survival data is not applicable.","No | justification: No patient clinical data is provided, so no information on stage I patient proportion or adjuvant chemotherapy annotation is available.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is a cell line study focused on miRNA expression related to invasiveness.,No,False
samples_table_GSE69630.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or status data such as overall survival or progression-free survival. | justification: The dataset consists of cell line experiments (A549 lung cancer cells and Nuli-1 normal lung epithelial cells) with miRNA knockdown or overexpression, not patient clinical data with survival outcomes.","No | stage i evidence: No information on patient stage distribution is provided; dataset is based on cell lines, not patient samples. | act evidence: No explicit adjuvant chemotherapy annotation is present; dataset involves cell line manipulations only. | justification: The dataset does not include patient samples, so stage or ACT annotation is not applicable.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and does not include patient samples with stage or ACT annotation. It is a cell line experimental dataset, thus does not meet inclusion criteria.",No,False
samples_table_GSE21933.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample data do not mention any survival time or status data such as overall survival (OS), relapse-free survival (RFS), or progression-free survival (PFS). | justification: Survival data is not provided or referenced in the dataset or metadata.","No | stage i evidence: Among 21 NSCLC patients, only 6 patients are Stage I (IB or IA): Patients 26T (IB), 75T (IB), 85T (IB), 100T (IB), 114T (IB), 143T (IB), and 152T (IA). This is approximately 7/21 (~33%), less than 50%. | act evidence: There is no mention or annotation of adjuvant chemotherapy (ACT) in the dataset or metadata. | justification: The dataset does not meet the criterion of having at least 50% Stage I patients nor does it have explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival time and status data, and does not meet the requirement of at least 50% Stage I patients or explicit ACT annotation. Therefore, it does not fulfill the inclusion criteria.",No,False
samples_table_GSE121682.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of gene expression data from prostate carcinoma cell lines treated with olaparib and does not include any patient survival time or status data. | justification: The data is from in vitro cell line experiments, not clinical patient data, so survival information is not present.","No | stage i evidence: No patient data or staging information is provided; the dataset is from cell lines, not patient samples. | act evidence: No adjuvant chemotherapy annotation is present; the dataset involves drug treatment of cell lines, not clinical treatment annotation. | justification: The dataset does not contain any clinical patient information regarding stage or adjuvant chemotherapy.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line dataset unrelated to clinical NSCLC patient data.,No,False
samples_table_GSE17073.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from in vitro human lung carcinogenesis cell lines, no patient survival time or status data provided. | justification: The dataset is based on cell lines and in vitro models, not clinical patient samples with survival data.",No | stage i evidence: No clinical patient data or staging information provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation present; dataset is experimental cell line data. | justification: No patient-level clinical data or treatment annotations are included.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an in vitro cell line study, not clinical patient data.",No,False
samples_table_GSE188406.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from ALK-rearranged NSCLC cell lines treated with ALK-TKIs; no patient survival time or status data provided. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival information is not available.","No | stage i evidence: No patient samples or staging information provided; data is from cell lines only. | act evidence: No adjuvant chemotherapy annotation present; dataset involves drug treatment of cell lines, not clinical treatment annotation. | justification: The dataset does not include patient samples, so neither stage I composition nor ACT annotation applies.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an in vitro cell line study.,No,False
samples_table_GSE94393.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from A549 NSCLC cell lines with KEAP1 overexpression and NRF2 siRNA knockdown; no patient survival time or status data provided. | justification: The dataset is derived from in vitro cell line experiments, not from patient samples, so survival data is not applicable.","No | stage i evidence: No patient samples or clinical staging information provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation present; dataset is experimental cell line data. | justification: Since this is a cell line study, there is no clinical stage or treatment annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line dataset, not clinical patient data.",No,False
samples_table_GSE44617.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of gene expression data from NSCLC cell lines (A549, H1650) under various treatments; no patient survival time or status data is provided. | justification: The data is from in vitro cell line experiments, not clinical patient data, so survival information is absent.","No | stage i evidence: No patient data or staging information is available; only cell line data is present. | act evidence: No adjuvant chemotherapy annotation is present; dataset describes experimental treatments (nicotine, beta-arrestin depletion) in cell lines, not clinical treatment annotations. | justification: The dataset does not include any clinical patient samples or annotations relevant to stage or ACT.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations of stage or adjuvant chemotherapy; it is an experimental cell line dataset and does not meet inclusion criteria.,No,False
samples_table_GSE136934.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset involves transcriptome analysis of NSCLC cell lines treated with Pirfenidone; no patient survival time or status data provided. | justification: The dataset is based on in vitro cell line experiments, not clinical patient data, so survival information is absent.",No | stage i evidence: No patient data or staging information is available; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation present; dataset describes drug treatment in vitro. | justification: No clinical patient samples or annotations related to stage or ACT are included.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line study.,No,False
samples_table_GSE16025.csv,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Columns 'GPL5106_Death' and 'GPL5106_Survival_time' provide patient-specific survival status and survival time data. | justification: The dataset includes explicit survival status (1.0 = death, 0.0 = censored) and survival time in months, fulfilling the survival data criterion.","Yes | stage i evidence: Many patients have Stage Ia or Ib NSCLC, e.g., 'Ia', 'Ib' in 'GPL5106_Stage' column, representing early stage disease. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset. | justification: Over 50% of patients have Stage I disease (Ia or Ib), meeting the criterion of majority Stage I patients.","meets survival criterion: Yes | meets stage or act criterion: Yes | justification: The dataset contains patient-specific survival time and status data and has a majority of Stage I NSCLC patients (>50%), thus meeting both inclusion criteria.",Yes,True
samples_table_GSE131518.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from A549 NSCLC cell lines with CNOT2 knockdown and control, no patient survival data provided. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival time and status are not available.","No | stage i evidence: No patient data or staging information is present; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is provided; dataset is experimental cell line data. | justification: Since this is an in vitro cell line study, there is no patient stage or treatment annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and any clinical annotation regarding stage or adjuvant chemotherapy, thus does not meet inclusion criteria.",No,False
samples_table_GSE179212.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or status data such as overall survival or progression-free survival. | justification: The dataset appears to be derived from cell line experiments (KRAS G12C NCI-H23 cell line and resistance clones) rather than clinical patient data, so survival data is not present.","No | justification: There is no indication of patient samples or clinical staging information; the dataset is based on cell lines, so no stage I patient composition or adjuvant chemotherapy annotation is available.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and does not include clinical samples with stage I or adjuvant chemotherapy annotation. It is a cell line study focused on resistance mechanisms, thus does not meet inclusion criteria.",No,False
