custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Assays and Data: Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens (samples derived from human gastric carcinoma cells). | justification: mRNA microarray was used to profile expression (array-based RNA assay) from human-derived tumor samples/xenografts.,"No | evidence: Title: 'DEG in human gastric carcinoma formed in stomach wall and metastasized to ovary in mice system'; Description discusses gastric carcinoma, metastasis, and Krukenberg tumor; no mention of ALS or FTD. | justification: The study is about gastric cancer metastasis, not ALS-FTD.","No | evidence: Experimental Factors > Source Characteristics: Organism part: Xenografted tumor metastasized to ovaries, Xenografted tumor formed in the stomach; Description details stomach and ovary tumors. | justification: Samples are gastric/ovarian tumor tissues/xenografts, not brain or CNS tissue.",Yes | evidence: Description: human SNU-16 cells were orthotopically injected into BALB/c nude mice; dissociated tumor-derived cells were cultured and re-injected; establishes an in vivo orthotopic mouse model. | justification: This is a human tumor xenograft mouse model and involves cultured/re-injected tumor cell lines (non-clinical disease model).,"No | evidence: Sample count: 4; Experimental Designs: Not found; Experimental Factors only list ORGANISM PART (tumor origins), no case/control labels or healthy control samples reported. | justification: No case vs control (disease vs healthy) study design indicated.","Yes | evidence: Organism part values: stomach, ovary (xenografted tumors); no brain regions reported. | justification: No CNS regions sampled; tissues are not relevant to ALS-FTD neurodegeneration.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study uses array-based transcript profiling (microarray), which is compatible with inclusion (but other exclusion criteria apply).","justification: Exclude. Although microarray expression profiling was performed on human-derived material, the dataset is a gastric carcinoma xenograft mouse model (non-clinical), samples are non-CNS (stomach/ovary), the study is not about ALS-FTD, and there is no case/control design. These violate multiple inclusion/exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Description: We used the Infinium HumanHT-12 platform to profile gene expression in 79 primary ... | justification: The study used an array-based transcription profiling platform (Infinium HumanHT-12), profiling RNA expression in human samples.","No | evidence: Title: Integrative DNA methylation and gene expression analysis in high-grade soft tissue sarcomas; Description: ...79 primary, untreated high-grade soft tissue sarcomas... | justification: The dataset focuses on soft tissue sarcomas, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Samples: primary high-grade soft tissue sarcomas, two non-neoplastic fat samples and 13 sarcoma cell lines; Organism part: Not found | justification: All listed samples are sarcoma tissue, fat, or cell lines—no human brain/CNS tissue is reported.","Yes | evidence: Additional attributes: Tumor cell line: MLS402, HS-SY-II, HT1080, STS26T, ... (13 representative sarcoma cell lines) | justification: The study includes multiple established sarcoma cell lines (in vitro disease models), which meet the exclusion criterion for patient-derived in vitro cell lines/disease models.","No | evidence: Experimental Designs: Not found; Experimental Factors: SARCOMA SUBTYPE, TUMOR CELL LINE, AGE YRS, SEX | justification: No clear case/control design is provided; the experiment profiles various tumor subtypes, cell lines and a small number of non-neoplastic fat samples rather than defined case versus control groups.","No | evidence: Organism part: Not found; Samples are sarcoma tissue, fat, and cell lines (no brain regions listed). | justification: The dataset does not sample any brain regions—so it does not involve brain regions irrelevant or relevant to ALS-FTD.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The assay is array-based gene expression profiling (compatible with microarray inclusion); no RNA-seq or proteomics technologies are indicated.,"justification: Exclude: although this is human microarray expression data, the study concerns soft tissue sarcomas (not ALS-FTD), contains no CNS/brain tissue, lacks a clear case/control design, and includes in vitro cell lines. These facts violate multiple inclusion/exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Description: Affymetrix GeneChip expression profiling; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Human Affymetrix microarray (GeneChip) expression profiling performed on patient tumor samples.,"No | evidence: Title and Description: advanced bladder cancer; analysis of cisplatin response and survival in transitional cell carcinoma of the urothelium. | justification: The study is of bladder cancer, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description: Tumors from 30 patients with advanced bladder cancer; Organism part not CNS; sample source is bladder tumor tissue. | justification: Samples are human bladder tumor tissue, not brain or other CNS tissue.","No | evidence: Description: tumor material from 30 patients; validation by IHC on patient tumor tissue. | justification: Data derived from patient tumor specimens (clinical tissue), not patient-derived in vitro cell lines or experimental disease models.",No | evidence: Overall design: tumors from patients correlated with survival/response; Experimental design: unknown_experiment_design_type; no control (healthy) group described. | justification: Study correlates gene expression with treatment response/survival in a patient cohort rather than a case vs healthy control design.,"Yes | evidence: Samples are bladder tumor tissue (non-CNS). | justification: Tissue originates from bladder, a non-neural organ not affected by ALS-FTD neurodegeneration.",No | evidence: Study type: transcription profiling by array; Affymetrix GeneChip; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Microarray technology was used (compatible); no RNA-seq or proteomics reported.,"justification: Exclude: although this is human microarray expression profiling, the study is on bladder cancer (non-CNS) and unrelated to ALS-FTD, uses patient tumor tissue rather than relevant CNS regions, and is not a case/control ALS-FTD study. Thus it does not meet the ALS-FTD CNS inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Description: '...compared to age and gender matched healthy controls using a total of 53 Affymetrix miRNA 3.0 arrays.'; Assays and Data: Technology: Array assay; Assay by Molecule: RNA assay. | justification: Human samples (Homo sapiens) profiled using Affymetrix miRNA microarrays (microarray expression profiling of RNA).,"Yes | evidence: Title: '...signatures of non-coding RNAs in ALS patients and mutation carriers'; Description: '...serum of sporadic ALS patients (sALS), familial ALS cases (fALS), asymptomatic mutation carriers and healthy controls.' | justification: Study explicitly investigates amyotrophic lateral sclerosis (ALS) patients and mutation carriers; therefore pertains to the ALS end of the ALS-FTD spectrum.","No | evidence: Description: 'We obtained expression profiles of miRNAs as well as other non-coding RNAs (ncRNAs) in the serum of ...'; Samples/Assays indicate organism Homo sapiens but 'Organism part' not found and sample material described as serum. | justification: Samples are serum (peripheral blood), not human brain/CNS tissue.","No | evidence: Description and sample details refer to serum from sALS, fALS, mutation carriers and healthy controls; no mention of patient-derived in vitro cell lines or disease models. | justification: Study uses patient serum samples rather than in vitro cell lines or model organisms.",Yes | evidence: Description: 'Serum ncRNA profiles of sporadic and familiar ALS patients as well as asymptomatic ALS mutation carriers were compared to age and gender matched healthy controls... 9 fALS patients ... compared to 10 controls ... 18 sALS patients were compared to 16 controls.' | justification: The study compares patient groups (cases) to matched healthy controls (case/control design).,Yes | evidence: Description: samples are from 'serum' rather than any brain region; 'Organism part' not provided and sample metadata lacks CNS tissue annotation. | justification: No brain regions sampled; peripheral serum is not a CNS region and therefore is not a region affected by ALS-FTD neurodegeneration.,"No | evidence: Study type: transcription profiling by array; 'Affymetrix miRNA 3.0 arrays'; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The assay uses microarray technology (miRNA arrays), which is compatible with microarray expression profiling inclusion criteria.","justification: Although this is a human microarray study of ALS patients (case/control) using appropriate microarray technology, all samples are serum (peripheral blood) rather than human CNS/brain regions. The dataset therefore fails the requirement for CNS tissue sampling relevant to ALS-FTD and should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study used microarray-based transcription profiling on human-derived samples (airway epithelial cells).,"No | evidence: Description and sample annotations describe airway epithelial injury and repair; 'Disease' and ALS/FTD are not mentioned in study metadata or description. | justification: The study focuses on airway epithelial response to mechanical injury/stretch, not ALS-FTD.","No | evidence: Sample annotations: cell type = primary/differentiated airway epithelial cells (AEC/dAEC); Organism part not CNS; description: airway basal cells from donated lungs. | justification: Samples are lung/airway epithelial cells, not human brain or CNS tissue.","Yes | evidence: Description: 'Airway epithelial cells were obtained from donated lungs and grown in submersion culture...'; Experimental Factors list cell type and culture condition. | justification: Samples are patient-derived primary cells cultured in vitro and subjected to mechanical/cyclic stretch, i.e., an in vitro model rather than direct patient tissue.","No | evidence: Experimental Factors: injury type, cell line id, culture condition, cell type, injury duration; Experimental Designs: Not found; no case/control clinical groups reported. | justification: The design compares in vitro injury conditions vs sham controls on cultured cells, not clinical case versus control cohorts of patients with/without disease.",Yes | evidence: Samples are airway epithelial cells from lungs (non-CNS tissue); no brain regions sampled or listed. | justification: The sampled tissue (airway epithelium) is not a CNS/brain region and is not relevant to regions affected in ALS-FTD.,"No | evidence: Technology: Array assay; Study type: transcription profiling by array. | justification: The assay is microarray-based RNA expression profiling, which is compatible with the inclusion criteria.","justification: Exclude. Although the dataset is human and microarray-based, it does not study ALS-FTD, does not use human CNS/brain tissue, involves patient-derived in vitro cultured airway epithelial cells (an in vitro model), and lacks a clinical case/control design. Therefore it fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Description notes gene expression profiling of primary MPNSTs and orthoxenografts. | justification: The study used microarray-based transcription profiling (RNA arrays) on patient-derived tumor material/orthoxenografts.,No | evidence: Title and description refer to malignant peripheral nerve sheath tumors (MPNST) and neurofibromatosis type 1 (NF1); no mention of ALS or FTD. | justification: The dataset concerns MPNST (a peripheral nerve tumor) rather than amyotrophic lateral sclerosis or frontotemporal dementia.,"No | evidence: Description: primary MPNSTs implanted in the sciatic nerve of nude mice to create orthoxenograft models; Organism fields include nude mouse and Homo sapiens; organism part not listed. | justification: Samples are tumor tissue/orthoxenografts of peripheral nerve origin (MPNST), not human brain/CNS regions relevant to ALS-FTD.","Yes | evidence: Description: ""We generated five patient-derived MPNST orthoxenograft models""; tumors were implanted in mice and passages profiled. | justification: This is a patient-derived xenograft (in vivo disease model), which falls under exclusion for patient-derived disease models.","No | evidence: Sample count 12; Experimental Designs: Not found; Experimental Factors list sample type, nf1-associated, passage, original tumor; no control (healthy) group described. | justification: No case vs healthy control experimental design is indicated.","Yes | evidence: Dataset concerns MPNST and sciatic nerve orthoxenografts (peripheral nerve/tumor), not brain regions. | justification: Samples are peripheral nerve tumor tissue; they do not sample CNS regions affected in ALS-FTD.","No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: The platform is microarray-based expression profiling, which is compatible with inclusion (though other exclusion criteria apply).","justification: Exclude. Although the dataset uses human-derived microarray expression profiling, it does not pertain to ALS-FTD, does not sample relevant human CNS tissue, represents patient-derived xenograft disease models, and lacks a case/control design. These factors violate multiple inclusion/exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The experiment used microarray-based transcription profiling of human RNA (array assay on human samples).,"No | evidence: Cell type: Healthy, SPOAN (spastic paraplegia, optic atrophy, and neuropathy) syndrome; Title: Gene expression comparison between fibroblasts samples of control and SPOAN affected patients | justification: The study addresses SPOAN syndrome, not amyotrophic lateral sclerosis or frontotemporal dementia (ALS-FTD).","No | evidence: Organism part: Skin fibroblast; Sample description: Fibroblast samples | justification: Samples are human skin fibroblasts, not brain or other CNS tissue.","Yes | evidence: Organism part: Skin fibroblast; Cell type: Healthy, SPOAN syndrome | justification: The dataset uses patient-derived primary fibroblast cells (in vitro cellular material), which meets the exclusion criterion for patient-derived in vitro samples.","Yes | evidence: Description: Fibroblast samples of 8 samples were analyzed: 4 SPOAN affected patients and 4 healthy controls | justification: There is a direct comparison between affected patients and healthy controls (case vs control), even though samples are unpaired and without replicates.",Yes | evidence: Organism part: Skin fibroblast; no CNS/brain tissue indicated | justification: The study does not sample any brain regions; skin fibroblasts are not relevant CNS tissue for ALS-FTD neurodegeneration analyses.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The technology used is microarray expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Although this is a human microarray transcription profiling study with a case/control design, it does not pertain to ALS-FTD and uses patient-derived skin fibroblasts rather than human CNS tissue. Per exclusion criteria (non-CNS fibroblast samples and in vitro patient-derived cells, and wrong disease), the dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The experiment used microarray transcription profiling on human-derived samples (array-based RNA assay).,"Yes | evidence: Title: ""hiPSC-derived motor neurons: sporadic ALS patients vs. controls""; Sample attributes list Disease: control, ALS. | justification: The study compares sporadic ALS patient-derived samples to controls (ALS is on the ALS-FTD disease spectrum).","No | evidence: Description: ""Differentiated motor neurons from hiPSC derived from peripheral nerve fibroblasts""; Sample attributes list cell types (fibroblasts, cell line HEK 293), no organism part/brain tissue listed. | justification: Samples are in vitro differentiated iPSC-derived motor neurons from peripheral fibroblasts, not human postmortem CNS/brain tissue.","Yes | evidence: Description: hiPSC-derived motor neurons from peripheral nerve fibroblasts; Sample attributes: Cell line/Cell type entries (hiPSC-derived cells, fibroblasts). | justification: The dataset uses patient-derived in vitro models (iPSC-derived motor neurons), which meet the exclusion criterion for non-clinical in vitro systems.","Yes | evidence: Description: ""Two-condition experiment, ALS patients motor neurons vs. controls""; Biological replicates: 3 ALS, 3 control; Experimental Factors: disease state. | justification: The study compares ALS-derived samples directly to control samples (case/control design).","No | evidence: No brain region or CNS anatomical region reported; samples are iPSC-derived motor neurons from peripheral fibroblasts. | justification: No brain regions were sampled, so the question of irrelevant brain regions does not apply.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based transcription profiling (compatible).,"justification: Although the dataset is human, microarray-based, disease-relevant (sporadic ALS) and case/control, it uses patient-derived in vitro iPSC-derived motor neurons (cell models). Per exclusion criterion 4, datasets based on patient-derived in vitro cell lines/models should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Data were generated by microarray transcription profiling on human samples (array/RNA assay).,"No | evidence: Title/Description: Hereditary Motor and Sensory Neuropathies (HMSN), HMSN1A, HMSN-LOM and CCFDN; no mention of ALS or FTD. | justification: The study concerns inherited peripheral demyelinating neuropathies, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Samples: human Schwann cell lines (Schwann cells are described throughout). Organism part not listed as CNS. | justification: Schwann cells are peripheral nervous system glia (PNS), not CNS brain/spinal cord tissue relevant to ALS-FTD.","Yes | evidence: Description: 'We analyzed human Schwann cell lines from three normal subjects, one HMSN-LOM patient, two HMSN-1A patients and two CCFDN patients.' | justification: The dataset uses patient-derived in vitro Schwann cell lines rather than directly sampled patient CNS tissue.","Yes | evidence: Design: neuropathy samples (patients) were compared to three healthy subjects; samples run vs common reference pool. | justification: The study compares disease-derived cell lines to healthy controls, representing a case vs control comparison.",Yes | evidence: Samples are Schwann cell lines (PNS); no CNS brain regions or spinal cord samples reported. | justification: No CNS brain/spinal regions sampled; Schwann cells/PNS are not regions affected by ALS-FTD neurodegeneration.,No | evidence: Technology: Array assay; Study type: transcription profiling by array. | justification: The platform is microarray-based (compatible); no RNA-seq or proteomics reported.,"justification: Exclude: although human microarray data and case/control comparisons are present, the study is on peripheral Schwann cell lines from inherited demyelinating neuropathies (PNS) rather than ALS-FTD and CNS tissue. It also uses patient-derived in vitro cell lines, which is an exclusion criterion.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Genome-wide transcription profiling was performed on human post-mortem tissue using array-based (microarray) methods.,"Yes | evidence: Description lists 5 FTD patients among disease groups; Disease fields include 'FTD'. | justification: The study includes frontotemporal dementia (FTD) cases. However, no ALS cases are reported (FTD only), so it only partially overlaps the ALS-FTD spectrum.",Yes | evidence: Organism part: medial temporal lobe; Description: snap frozen post-mortem tissue. | justification: Samples are human post-mortem CNS tissue (medial temporal lobe).,No | evidence: Samples described as snap-frozen post-mortem tissue; 'Cell type/line' not found. | justification: No patient-derived in vitro cell lines or experimental disease models are reported; tissue is primary human brain tissue.,"Yes | evidence: Cohort includes 5 AD, 5 PSP, 5 PiD, 5 FTD patients and 5 control subjects; groups matched for age/gender/ApoE/MAPT. | justification: Study contains diseased groups and matched control subjects (case vs control design).",Yes | evidence: Organism part: medial temporal lobe; description emphasizes medial temporal lobe sampling; medial temporal lobe is a region primarily implicated in AD rather than core ALS/FTD pathology (FTD more often involves frontal and anterior temporal regions). | justification: The sampled region (medial temporal lobe) is not a primary site of ALS pathology and is more characteristic of AD pathology; medial temporal sampling reduces relevance to ALS-FTD neurodegeneration.,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The study used array-based microarray expression profiling, which is compatible with inclusion criteria.","justification: Although this is a human microarray study on post-mortem brain tissue with FTD cases and a case/control design, it samples the medial temporal lobe—a region more characteristic of AD and not a core region affected in ALS-FTD—and contains no ALS cases. Because the brain region is not clearly relevant to ALS-FTD neurodegeneration (and ALS is absent), the dataset should be excluded.",No,No,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by molecule: RNA assay; Organism: Homo sapiens. | justification: Dataset uses human RNA expression profiling by microarray (array assay, transcription profiling by array).",Yes | evidence: Description: samples from patients clearly diagnosed as having Amyotrophic Lateral Sclerosis (ALS); Disease annotations: amyotrophic lateral sclerosis. | justification: Dataset specifically studies ALS (part of the ALS–FTD disease spectrum).,"No | evidence: Source characteristics: Organism part: muscle; Description: skeletal muscle biopsies. | justification: All samples are from human skeletal muscle biopsies, not brain or other CNS tissues.","No | evidence: Samples described as human biopsies (healthy muscle or muscle from ALS patients); Cell type/line: Not found. | justification: Samples are patient tissue biopsies, not patient-derived in vitro cell lines or experimental disease models.",Yes | evidence: Experimental factors: DISEASE_STATE with values normal and amyotrophic lateral sclerosis; Description: healthy muscles vs muscles from ALS patients. | justification: Study contrasts ALS patient samples with healthy controls (case/control design).,"Yes | evidence: Organism part: muscle; No CNS/brain regions reported in samples or source characteristics. | justification: Tissue is skeletal muscle (non-CNS), so samples are not from brain regions relevant to ALS-FTD neurodegeneration.",No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by molecule: RNA assay. | justification: Microarray (array) technology was used; no RNA-seq or proteomics indicated.,"justification: Although the dataset is human, uses microarray expression profiling, and compares ALS patients to controls, all samples are from skeletal muscle rather than CNS/brain regions relevant to ALS-FTD. Per inclusion criterion requiring CNS tissue, this dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The study uses array-based transcription profiling of human RNA (microarray) from post-mortem samples.,"Yes | evidence: Title and description: compares healthy controls and amyotrophic lateral sclerosis (ALS) patients carrying a C9ORF72 GGGGCC repeat expansion; Sample metadata Disease: normal, amyotrophic lateral sclerosis. | justification: The dataset concerns ALS patients with C9ORF72 expansion. C9ORF72-associated disease lies on the ALS–FTD spectrum, so the dataset pertains to the ALS-FTD disease spectrum.","Yes | evidence: Organism part: motor cortex; Description: RNA samples collected from post-mortem motor cortex. | justification: Samples are human post-mortem CNS tissue (motor cortex), a relevant brain region.",No | evidence: Samples described as post-mortem motor cortex; Cell type/line: not found; Clinical/familial: C9ORF72 amyotrophic lateral sclerosis. | justification: No patient-derived in vitro cell lines or disease models are used—samples are native post-mortem brain tissue.,"Yes | evidence: Experimental design: disease state design; Experimental Factors: disease (normal, amyotrophic lateral sclerosis); Description: compares controls and ALS patients. | justification: The study directly compares ALS cases to healthy controls (case/control design).",No | evidence: Organism part: motor cortex; Description: motor cortex post-mortem samples. | justification: Motor cortex is a CNS region significantly affected in ALS and thus relevant to ALS-FTD studies.,No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: The assay is microarray-based transcription profiling (compatible); no RNA-seq or proteomics reported.,"justification: This dataset meets inclusion criteria: human microarray expression profiling of post-mortem motor cortex, case/control comparison between controls and ALS patients carrying C9ORF72 expansion (part of the ALS-FTD spectrum). It does not use in vitro models and employs compatible microarray technology.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Human RNA expression profiling using microarray (array assay) is explicitly stated.,"Yes | evidence: Description: compares fibroblasts from healthy controls, ALS patients carrying expanded GGGGCC repeat mutation in C9ORF72 and ALS patients with SOD1 mutation; Title: Transcriptome profile of C9ORF72 ALS fibroblast | justification: The study concerns amyotrophic lateral sclerosis (ALS), including C9ORF72 repeat expansion cases. C9ORF72 expansions are causally linked to the ALS–FTD spectrum, so the dataset pertains to the ALS-FTD disease spectrum.","No | evidence: Sample attribute: Cell type: fibroblast; Organism part: Not found; Description: RNA samples collected from fibroblasts | justification: Samples are patient-derived fibroblasts (non-CNS tissue), not human brain/CNS tissue.","Yes | evidence: Cell type/line: Cell type: fibroblast; Experimental Designs include in_vitro_design; Description: fibroblasts from patients | justification: The dataset uses patient-derived in vitro fibroblast cultures (cell lines), which are non-clinical in vitro samples and meet the exclusion criterion for patient-derived in vitro models.","Yes | evidence: Experimental Factors: disease (SOD1 mutant ALS, C9ORF72 ALS, normal); Description: compares fibroblasts from healthy control patients and ALS patients | justification: Design includes disease factor with control (normal) and case (ALS) groups, i.e., a case/control comparison.",No | evidence: Samples: fibroblast (non-brain); Organism part: Not found | justification: No brain regions are sampled; therefore the question of irrelevant brain region sampling is not applicable and there are no sampled brain regions that would be excluded for being irrelevant.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array | justification: The assay is microarray-based transcription profiling (compatible); no RNA-seq or proteomics technologies are indicated.,"justification: Although the dataset is human and microarray-based and concerns ALS (including C9ORF72, part of the ALS-FTD spectrum) with a case/control design, it uses patient-derived fibroblast in vitro samples rather than human CNS tissue. This triggers exclusion criteria: non-CNS sample type and use of patient-derived in vitro cell lines. Therefore the dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The experiment used array-based transcription profiling (microarray) on RNA samples from human-derived cells.,"Yes | evidence: Experimental Factors list Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis, normal; Title references C9ORF72 and SOD1 mutations. | justification: The study compares samples with ALS-associated mutations (C9ORF72 expansion and SOD1 D90A) versus controls. (C9ORF72 is implicated across the ALS-FTD spectrum.)",No | evidence: Sample attribute: Cell type: neuron differentiated from induced pluripotent stem cell; Organism part: Not found. | justification: Samples are iPSC-derived neurons grown in vitro rather than post-mortem or surgical human CNS tissue.,"Yes | evidence: Cell type/line: neuron differentiated from induced pluripotent stem cell; Experimental Designs include in_vitro_design. | justification: This is an in vitro study using patient-derived iPSC neurons (cell lines/differentiated cells), meeting the exclusion criterion for patient-derived in vitro models.","Yes | evidence: Experimental Factors: disease; Disease groups listed as C9ORF72 ALS, SOD1 D90A ALS, normal; Experimental Designs include disease_state_design. | justification: The design compares disease (mutation) groups to normal controls (case vs control comparisons), albeit in vitro.",No | evidence: Organism part: Not found; samples are iPSC-derived neurons rather than specified brain region tissue. | justification: No brain regions are sampled; therefore there are no sampled regions that would be irrelevant to ALS-FTD.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray (array-based RNA expression), which is compatible with inclusion.","justification: Although the dataset is human and uses microarray expression profiling on samples related to ALS (C9ORF72 and SOD1), it uses patient-derived iPSC-differentiated neurons (in vitro cell models). Per exclusion criterion #4, patient-derived in vitro cell lines/disease models are excluded. Therefore the dataset should not be included.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay / Generic.SingleColor; Assay by Molecule: RNA assay; Title: 'Gene expression profiles ...'. | justification: The study uses array-based transcription profiling (single-color microarray) on RNA samples from human subjects.,"Yes | evidence: Title: '... Sporadic Amyotprphic Lateral Sclerosis patients'; Sample Disease field: 'normal, Sporadic Amyotrophic Lateral Sclerosis'. | justification: The dataset is explicitly of sporadic ALS patients. While no FTD comorbidity is indicated, ALS is part of the ALS-FTD disease spectrum and is therefore relevant to ALS-FTD-focused screening.","Yes | evidence: Organism: Homo sapiens; Organism part: v4 cortex; Title: 'motor cortex'. | justification: Samples are human cortical (motor cortex) tissue, a CNS region.",No | evidence: Cell type/line: Not found; Samples described as motor cortex from control and sporadic ALS patients (post-mortem). | justification: No indication of patient-derived in vitro cell lines or disease model systems; samples are clinical human tissue.,"Yes | evidence: Experimental Designs: case control design, clinical history design; Disease values include 'normal' and 'Sporadic Amyotrophic Lateral Sclerosis'. | justification: The study explicitly uses a case–control design comparing ALS patients and controls.",No | evidence: Organism part listed as v4 cortex; Title specifies motor cortex. | justification: Motor cortex is directly relevant to ALS neurodegeneration (upper motor neuron region) and thus is an appropriate region for inclusion.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay / Generic.SingleColor; Assay by Molecule: RNA assay. | justification: The platform is microarray-based expression profiling, which is compatible with inclusion; no RNA-seq or proteomics reported.","justification: This dataset meets inclusion criteria: human microarray expression profiling of CNS tissue (motor cortex) from sporadic ALS patients and controls, with a case–control design; it does not involve in vitro cell lines or incompatible technologies. Although FTD comorbidity is not reported, ALS is within the ALS-FTD spectrum and the dataset is relevant.",Yes,Yes,True,,,,,,,,,
