custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology for RNA expression profiling in human samples.,"No | evidence: Title and description focus on gastric carcinoma metastasis in a mouse model; no mention of ALS or FTD or related neurodegenerative diseases. | justification: The dataset pertains to cancer metastasis, not ALS-FTD.","No | evidence: Samples are xenografted tumors in stomach wall and ovary, not CNS tissue. | justification: No human brain or CNS tissue samples are involved.","Yes | evidence: Samples are from xenografted tumors in mice, derived from human gastric carcinoma cells cultured and implanted in mice. | justification: This is a patient-derived in vivo mouse model, not clinical human tissue samples.",Unclear | evidence: No explicit case/control design described; only 4 samples from different tumor sites and passages. | justification: Lack of clear case/control groups in the study design.,"Yes | evidence: Samples are from stomach wall and ovary tumors, not brain regions. | justification: Brain regions are not involved, so irrelevant to ALS-FTD neurodegeneration.",No | evidence: Technology is microarray expression profiling (Array assay). | justification: Microarray technology is compatible.,"justification: The dataset does not meet key inclusion criteria: it is not related to ALS-FTD, does not involve human CNS tissue, and involves a mouse xenograft cancer model rather than clinical human samples. Therefore, it should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology (Infinium HumanHT-12 platform) for gene expression profiling in human samples.,"No | evidence: Description: profiling in high-grade soft tissue sarcomas; Disease: Not found; Experimental Factors do not mention ALS or FTD | justification: The dataset pertains to soft tissue sarcomas, not ALS-FTD.","No | evidence: Organism part: Not found; Samples are from soft tissue sarcomas and sarcoma cell lines, not CNS tissue | justification: Samples are from soft tissue tumors and cell lines, not human CNS tissue.",Yes | evidence: Samples include 13 representative sarcoma cell lines | justification: Presence of tumor cell lines indicates non-clinical in vitro models are included.,"Unclear | evidence: Experimental Designs: Not found; Experimental Factors: SARCOMA SUBTYPE, TUMOR CELL LINE, AGE, SEX | justification: No explicit case/control design information is provided.","Yes | evidence: Samples are from soft tissue sarcomas, not brain regions | justification: No brain or CNS regions sampled; irrelevant to ALS-FTD neurodegeneration.",No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: Microarray technology is compatible.,"justification: The dataset does not pertain to ALS-FTD, does not involve CNS tissue, and includes non-clinical cell lines. It fails multiple inclusion criteria and meets exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The dataset uses microarray technology for transcription profiling of human samples, consistent with human microarray expression profiling.","No | evidence: Title and description indicate study on advanced bladder cancer, no mention of ALS or FTD | justification: The dataset pertains to bladder cancer, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Samples are from tumors of advanced bladder cancer patients; no CNS tissue mentioned | justification: The tissue source is bladder cancer tumors, not human brain or CNS tissue.","No | evidence: Samples are tumor tissues from patients, not in vitro cell lines or disease models | justification: The dataset involves clinical tumor samples, not patient-derived cell lines or models.",Unclear | evidence: Experimental design is unknown; no explicit case/control design described | justification: No clear information on case/control design is provided in the description.,"Yes | evidence: Samples are from bladder cancer tumors, not brain regions | justification: The dataset does not involve brain regions relevant to ALS-FTD neurodegeneration.",No | evidence: Technology is microarray (Array assay) | justification: The technology used is compatible with microarray expression profiling.,"justification: The dataset does not meet key inclusion criteria: it is not related to ALS-FTD, does not involve CNS tissue, and samples are from bladder cancer tumors. Therefore, it should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The dataset uses microarray technology (Affymetrix miRNA 3.0 arrays) to profile RNA expression in human samples.,"Yes | evidence: Title: Early pre-symptomatic and progressive signatures of non-coding RNAs in ALS patients and mutation carriers; Description: study focuses on sporadic ALS, familial ALS, and asymptomatic mutation carriers | justification: The dataset pertains to ALS, which is part of the ALS-FTD spectrum targeted by the inclusion criteria.","No | evidence: Description states expression profiles were obtained from serum samples; Organism part: Not found | justification: Samples are from serum, not CNS tissue, thus not meeting the CNS tissue requirement.","No | evidence: Samples are from patients and mutation carriers, no mention of in vitro cell lines or disease models | justification: The dataset involves clinical patient samples, not in vitro or model systems.",Yes | evidence: Comparisons made between ALS patients/mutation carriers and healthy controls; groups matched by age and gender | justification: The study design includes case/control comparisons.,"No | evidence: Samples are serum, not brain regions | justification: Brain region relevance is not applicable as no brain tissue was sampled.",No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: Microarray technology is compatible with inclusion criteria.,"justification: Although the dataset meets criteria for human microarray expression profiling, ALS disease relevance, and case/control design, it does not involve human CNS tissue but serum samples. Therefore, it does not meet the inclusion criterion requiring CNS tissue samples.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses microarray technology for transcription profiling of human samples.,"No | evidence: No mention of ALS-FTD or related neurodegenerative disease in the title, description, or disease attributes. | justification: The dataset focuses on airway epithelial basal cells and injury response, unrelated to ALS-FTD.","No | evidence: Samples are from human airway epithelial cells, not CNS tissue. | justification: The tissue source is airway epithelium, not brain or CNS.","Yes | evidence: Samples are cultured airway epithelial cells from donated lungs grown in vitro. | justification: The dataset involves patient-derived in vitro cell cultures, not direct clinical tissue samples.",Unclear | evidence: No explicit case/control design described; experimental factors relate to injury type and culture conditions. | justification: The study design involves experimental injury conditions rather than clinical case/control groups.,Yes | evidence: No brain or CNS tissue involved; only airway epithelial cells studied. | justification: Brain regions are not sampled; irrelevant to ALS-FTD neurodegeneration.,No | evidence: Technology is microarray expression profiling (Array assay). | justification: The technology is compatible with inclusion criteria.,"justification: The dataset does not meet key inclusion criteria: it is not related to ALS-FTD, does not involve CNS tissue, and involves in vitro cultured airway epithelial cells rather than clinical CNS samples. Therefore, it should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Study type is transcription profiling by array; Technology is Array assay; Assay by Molecule is RNA assay. | justification: The dataset uses microarray technology for transcription profiling of RNA, consistent with human microarray expression profiling.","No | evidence: The dataset focuses on malignant peripheral nerve sheath tumors (MPNST), not ALS-FTD. | justification: The disease studied is MPNST, a type of soft-tissue sarcoma, unrelated to amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Samples are from primary MPNST tumors implanted in sciatic nerve of nude mice; no mention of human CNS tissue. | justification: The tissue source is peripheral nerve tumors and xenografts in mice, not human CNS tissue relevant to ALS-FTD.","Yes | evidence: Samples are patient-derived orthoxenograft models implanted in mice. | justification: The dataset involves in vivo disease models (orthoxenografts), not direct patient tissue samples.",Unclear | evidence: No explicit mention of case/control design in the description or sample metadata. | justification: Experimental design information is not found; cannot confirm case/control design.,"Yes | evidence: Samples are from peripheral nerve sheath tumors, not brain regions affected by ALS-FTD. | justification: The sampled tissue is not from CNS regions relevant to ALS-FTD neurodegeneration.","No | evidence: Technology is Array assay, compatible with microarray expression profiling. | justification: No incompatible technologies such as RNA-seq or proteomics are used.","justification: The dataset does not meet key inclusion criteria: it is not about ALS-FTD, does not involve human CNS tissue, and involves disease models rather than direct patient samples. Therefore, it should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology for transcription profiling of human samples.,"No | evidence: Disease: Not found; Samples are from SPOAN syndrome patients, not ALS-FTD | justification: The dataset pertains to SPOAN syndrome, which is distinct from ALS-FTD.","No | evidence: Organism part: Skin fibroblast | justification: Samples are from skin fibroblasts, not CNS tissue.","Yes | evidence: Samples are fibroblasts, which are patient-derived in vitro cell lines | justification: The dataset involves patient-derived fibroblast cell lines, not direct tissue samples.","Yes | evidence: Samples include 4 SPOAN affected patients and 4 healthy controls | justification: The study compares cases and controls, though not from the same patients.","No | evidence: Samples are not from brain regions but from skin fibroblasts | justification: No brain regions are involved, so this criterion is not applicable.",No | evidence: Technology: Array assay | justification: Microarray technology is compatible.,"justification: Although the dataset uses human microarray expression profiling and has a case/control design, it does not pertain to ALS-FTD, involves non-CNS tissue (skin fibroblasts), and uses patient-derived cell lines. Therefore, it does not meet the inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology for transcription profiling of RNA from human samples.,"Yes | evidence: Title: hiPSC-derived motor neurons: sporadic ALS patients vs. controls; Disease state: ALS, control | justification: The dataset compares sporadic ALS patient-derived samples to controls, directly relating to ALS, part of ALS-FTD spectrum.","No | evidence: Samples are hiPSC-derived motor neurons differentiated from peripheral nerve fibroblasts; Organism part: Not found | justification: Samples are derived in vitro from fibroblasts, not directly from human CNS tissue.","Yes | evidence: Title and description indicate hiPSC-derived motor neurons from fibroblasts; Cell type/line includes fibroblasts and HEK 293 cell line | justification: Dataset involves patient-derived in vitro cell models, not direct clinical tissue samples.","Yes | evidence: Two-condition experiment: ALS patients motor neurons vs. controls; Disease state: control, ALS | justification: The study design compares cases (ALS) to controls.",Unclear | evidence: Organism part not specified; samples are in vitro differentiated motor neurons | justification: No direct brain region sampled; relevance to ALS-affected CNS regions cannot be confirmed.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray technology is compatible with inclusion criteria.,"justification: Although the dataset uses human microarray expression profiling and targets ALS, it involves in vitro differentiated motor neurons derived from fibroblasts rather than direct human CNS tissue samples. According to exclusion criteria, patient-derived in vitro cell models should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology for transcription profiling of human RNA samples.,"No | evidence: Title and description focus on hereditary motor and sensory neuropathies (HMSN1A, HMSN-LOM) and congenital cataracts facial dysmorphism neuropathy (CCFDN) syndrome, not ALS-FTD. | justification: The diseases studied are peripheral neuropathies, not amyotrophic lateral sclerosis-frontotemporal dementia (ALS-FTD).","No | evidence: Samples are human Schwann cell lines, which are peripheral nervous system glial cells, not CNS tissue. | justification: The dataset involves Schwann cells, which are part of the peripheral nervous system, not central nervous system tissue.",Yes | evidence: Samples are human Schwann cell lines derived from patients and controls. | justification: The dataset involves patient-derived in vitro cell lines rather than direct tissue samples.,"Yes | evidence: Samples include Schwann cell lines from patients with neuropathies and normal subjects as controls. | justification: The study compares patient-derived cell lines to normal controls, consistent with a case/control design.","Unclear | evidence: No CNS brain region sampled; only Schwann cells from peripheral nerves studied. | justification: Since CNS tissue is not involved, the question of brain region relevance is not applicable.",No | evidence: Technology is microarray expression profiling (Array assay). | justification: The technology used is compatible with microarray expression profiling.,"justification: Although the dataset uses human microarray expression profiling and has a case/control design, it does not pertain to ALS-FTD and does not involve human CNS tissue but rather peripheral Schwann cell lines. It also involves patient-derived in vitro cell lines, which are excluded. Therefore, it does not meet the inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,gpt-4.1-mini-2025-04-14,Yes | evidence: Study type is 'transcription profiling by array' and technology is 'Array assay' with RNA assay molecule. | justification: The dataset uses microarray technology for transcription profiling of RNA from human samples.,"No | evidence: Diseases studied include Alzheimer's disease, progressive supranuclear palsy, Pick disease, and frontotemporal dementia (FTD), but not ALS or ALS-FTD specifically. | justification: Although FTD is included, ALS or combined ALS-FTD is not represented, so the dataset does not pertain to ALS-FTD.",Yes | evidence: Samples are from snap frozen post-mortem medial temporal lobe tissue of human patients. | justification: Medial temporal lobe is a human CNS brain region.,"No | evidence: Samples are post-mortem brain tissue, no mention of patient-derived in vitro cell lines or disease models. | justification: The dataset involves clinical human brain tissue, not in vitro or model systems.","Yes | evidence: The study includes 5 patients per disease group and 5 control subjects matched for age, gender, and genotype. | justification: This design represents a case/control study comparing disease groups to controls.","Yes | evidence: Samples are from medial temporal lobe, which is primarily affected in Alzheimer's disease and tauopathies, but not a primary region affected in ALS-FTD. | justification: Medial temporal lobe is not a key region affected in ALS-FTD neurodegeneration.",No | evidence: Technology is microarray-based transcription profiling (Array assay). | justification: Microarray technology is compatible with inclusion criteria.,"justification: Although the dataset meets criteria for human microarray profiling, CNS tissue, and case/control design, it does not pertain to ALS-FTD disease and samples a brain region not relevant to ALS-FTD neurodegeneration. Therefore, it should be excluded.",No,No,True,,,,,,,,,
