custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study involves transcription profiling by array, which is a form of human microarray expression profiling. | justification: The dataset utilizes microarray technology to analyze gene expression.","No | evidence: The dataset focuses on gastric carcinoma and its metastasis, not on ALS-FTD. | justification: The title and description indicate that the study is centered around gastric cancer, which is unrelated to ALS-FTD.","No | evidence: The samples are derived from xenografted tumors in mice, not human CNS tissue. | justification: The dataset involves tumor samples from mice, not human brain or CNS tissue relevant to ALS-FTD.","Yes | evidence: The dataset involves xenografted tumor models in mice, which are considered non-clinical. | justification: The study uses a mouse model to investigate gastric carcinoma, thus it does not meet the criteria for clinical datasets.","Unclear | evidence: The experimental design is not explicitly stated in the provided information. | justification: Without clear information on case/control design, it cannot be determined if this criterion is met.","Yes | evidence: The dataset does not involve brain regions affected by ALS-FTD, as it focuses on gastric carcinoma. | justification: The study is centered on gastric tumors and their metastasis, which are not relevant to ALS-FTD neurodegeneration.","No | evidence: The technology used is microarray, which is compatible with the study's design. | justification: The dataset employs microarray technology, which aligns with the inclusion criteria.",justification: The dataset does not meet the inclusion criteria for ALS-FTD research as it focuses on gastric carcinoma and involves non-clinical models.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,Yes | evidence: The dataset is a transcription profiling by array using the Infinium HumanHT-12 platform. | justification: It involves human microarray expression profiling.,"No | evidence: The dataset focuses on high-grade soft tissue sarcomas, not ALS-FTD. | justification: The target disease does not match the required ALS-FTD criteria.","No | evidence: The samples are from soft tissue sarcomas, not CNS tissue. | justification: The dataset does not involve human brain/CNS tissue relevant to ALS-FTD.","Yes | evidence: The dataset includes patient-derived tumor cell lines. | justification: It involves in vitro cell lines, which are excluded.","Unclear | evidence: The experimental design details are not provided. | justification: Without specific information on case/control design, it cannot be determined.","Unclear | evidence: The dataset does not involve brain regions, as it focuses on soft tissue sarcomas. | justification: Irrelevant brain regions cannot be assessed due to lack of CNS tissue.","No | evidence: The technology used is compatible with microarray expression profiling. | justification: The dataset uses an array assay, which is compatible.","justification: The dataset does not meet the inclusion criteria for ALS-FTD, as it pertains to a different disease and includes in vitro cell lines.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study involves transcription profiling by array, which is a form of human microarray expression profiling. | justification: The dataset is explicitly described as using Affymetrix GeneChip expression profiling, confirming it is a microarray study.","No | evidence: The dataset focuses on advanced bladder cancer, not ALS-FTD. | justification: The title and description of the dataset indicate it pertains to bladder cancer, which does not meet the ALS-FTD criteria.","No | evidence: The samples are derived from tumors of bladder cancer, not from CNS tissue. | justification: The dataset involves tumor material from bladder cancer patients, which is not relevant to CNS tissue associated with ALS-FTD.","No | evidence: The dataset involves human tumor samples, not in vitro cell lines or disease models. | justification: The samples are from patients with advanced bladder cancer, indicating they are clinical samples.","Unclear | evidence: The study design is not explicitly stated as case/control, but it involves patient samples. | justification: The dataset does not provide sufficient information to determine if it follows a case/control design.","Yes | evidence: The dataset involves bladder cancer, which is unrelated to brain regions affected by ALS-FTD. | justification: The brain regions sampled are not applicable as the study focuses on bladder cancer.","No | evidence: The technology used is an array assay, compatible with microarray expression profiling. | justification: The dataset employs a microarray technology, which is appropriate for the study type.",justification: The dataset does not meet the inclusion criteria for ALS-FTD as it pertains to bladder cancer and does not involve relevant CNS tissue.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, specifically using Affymetrix miRNA 3.0 arrays. | justification: The dataset involves human microarray expression profiling as it utilizes microarray technology to analyze RNA expression.","Yes | evidence: The dataset focuses on ALS patients and mutation carriers, which are directly related to ALS-FTD. | justification: The study investigates early signatures in ALS, which is closely associated with frontotemporal dementia (FTD) in certain cases.","No | evidence: The samples analyzed are from serum, not from CNS tissue. | justification: The dataset does not involve samples from human brain or CNS tissue, as it focuses on serum samples.","No | evidence: The dataset does not involve patient-derived in vitro cell lines or disease models; it uses serum samples from patients. | justification: The study is based on clinical samples from ALS patients and mutation carriers, not cell lines or models.","Yes | evidence: The dataset compares ALS patients and mutation carriers to age and gender matched healthy controls. | justification: The study design includes case/control comparisons, fulfilling the requirement for a case/control study.","Yes | evidence: The dataset does not involve brain tissue, as it uses serum samples instead. | justification: Since the samples are from serum, they do not pertain to brain regions affected by ALS-FTD.","No | evidence: The technology used is microarray, which is compatible with the study's focus. | justification: The dataset employs microarray technology, which aligns with the inclusion criteria.","justification: The dataset cannot be included because it does not involve human CNS tissue, which is a critical requirement for studying ALS-FTD.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset utilizes microarray technology to assess gene expression.","No | evidence: The dataset focuses on airway epithelial cells and does not mention ALS-FTD or related neurodegenerative diseases. | justification: The context of the dataset is centered around airway injury, not ALS-FTD.","No | evidence: The samples are derived from human airway epithelial cells, not CNS tissue. | justification: The dataset does not involve any CNS regions relevant to ALS-FTD.","Yes | evidence: The dataset involves patient-derived airway epithelial cells grown in vitro. | justification: The study uses in vitro cell lines derived from human lungs, which are excluded.",No | evidence: The dataset does not specify a case/control design; it focuses on injury responses in cell cultures. | justification: The absence of a case/control design disqualifies it from inclusion.,"Yes | evidence: The dataset involves airway epithelial cells, which are not affected by ALS-FTD neurodegeneration. | justification: The brain regions sampled are not relevant to ALS-FTD.","No | evidence: The technology used is microarray, which is compatible with the study's design. | justification: Microarray technology is appropriate for the type of expression profiling conducted.","justification: The dataset does not meet the inclusion criteria for ALS-FTD, as it focuses on airway epithelial cells and does not involve CNS tissue or the target disease.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating microarray expression profiling. | justification: The dataset involves human samples and uses microarray technology for expression profiling.","No | evidence: The dataset focuses on malignant peripheral nerve sheath tumors (MPNST) and does not mention ALS-FTD. | justification: The target disease specified in the inclusion criteria is ALS-FTD, which is not addressed in this dataset.","No | evidence: The samples are derived from patient-derived orthoxenograft models in nude mice, not directly from human CNS tissue. | justification: The dataset involves xenograft models rather than human CNS tissue samples relevant to ALS-FTD.","Yes | evidence: The dataset involves patient-derived orthoxenograft models, which are considered non-clinical. | justification: The use of in vitro cell lines or disease models excludes the dataset based on the exclusion criteria.",No | evidence: The dataset does not specify a case/control study design; it focuses on orthoxenograft models. | justification: The absence of a clear case/control design excludes the dataset from consideration.,"Unclear | evidence: The dataset does not provide specific information about the brain regions sampled, as it focuses on MPNSTs. | justification: Without specific details on brain regions, it is unclear if they are relevant to ALS-FTD.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset employs microarray technology, which aligns with the inclusion criteria.","justification: The dataset does not meet the inclusion criteria for ALS-FTD, as it focuses on MPNSTs and involves non-clinical models.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset is explicitly stated to be a transcription profiling by array, which meets the criteria for human microarray expression profiling.","No | evidence: The dataset focuses on SPOAN syndrome, not ALS-FTD. | justification: The title and description indicate that the dataset is about gene expression in SPOAN syndrome, which is unrelated to ALS-FTD.","No | evidence: The samples analyzed are skin fibroblasts, not CNS tissue. | justification: The dataset involves fibroblast samples, which are not derived from the central nervous system.","Yes | evidence: The dataset involves patient-derived fibroblast samples, which are considered non-clinical in the context of CNS diseases. | justification: The samples are derived from skin fibroblasts, which are not relevant to the clinical context of ALS-FTD.","No | evidence: There are no replicates and no affected and control samples from the same patient, indicating a lack of a proper case/control design. | justification: The study design does not meet the case/control criteria as it lacks paired samples.","Yes | evidence: The dataset does not involve brain regions affected by ALS-FTD, as it uses skin fibroblasts. | justification: The brain regions sampled are irrelevant to ALS-FTD neurodegeneration since the samples are not from the CNS.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset employs an array assay, which aligns with the inclusion criteria for microarray technology.",justification: The dataset does not meet the inclusion criteria for ALS-FTD as it focuses on SPOAN syndrome and uses skin fibroblasts instead of CNS tissue.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically mentions the use of microarray technology for gene expression analysis.","No | evidence: The samples are derived from hiPSC (human induced pluripotent stem cells) motor neurons from sporadic ALS patients, but the dataset does not focus on ALS-FTD specifically. | justification: The title and description indicate a focus on sporadic ALS rather than ALS-FTD.","No | evidence: The samples are derived from hiPSC motor neurons, which are not directly from human CNS tissue but rather from fibroblasts. | justification: The dataset involves differentiated motor neurons from hiPSC, which are not classified as direct CNS tissue samples.",Yes | evidence: The dataset involves patient-derived in vitro cell lines (hiPSC-derived motor neurons). | justification: The use of hiPSC-derived motor neurons indicates that the dataset is based on in vitro models rather than direct clinical samples.,"Yes | evidence: The dataset compares ALS patients' motor neurons to control motor neurons, indicating a case/control design. | justification: The description states it is a two-condition experiment comparing ALS patients to controls.","Unclear | evidence: The dataset does not specify the brain regions sampled, only that they are motor neurons derived from hiPSC. | justification: Without specific information on the brain regions, it is unclear if they are significantly affected by ALS-FTD.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset explicitly states the use of microarray technology.","justification: The dataset does not meet the inclusion criteria for ALS-FTD and involves in vitro models, which are excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study involves transcription profiling by array, which is a form of microarray expression profiling. | justification: The dataset utilizes microarray technology to analyze gene expression.",No | evidence: The dataset focuses on hereditary motor and sensory neuropathies (HMSN) and does not mention ALS-FTD. | justification: The target diseases in the dataset are not related to ALS-FTD.,"No | evidence: The samples analyzed are human Schwann cell lines, which are peripheral nervous system cells, not CNS tissue. | justification: The dataset does not involve samples from central nervous system (CNS) regions relevant to ALS-FTD.","Yes | evidence: The dataset involves patient-derived Schwann cell lines, which are considered non-clinical samples. | justification: The inclusion of patient-derived in vitro cell lines excludes the dataset based on the exclusion criteria.","Unclear | evidence: The study design mentions comparisons between different patient groups but does not clearly define a case/control structure. | justification: The design is not explicitly stated as case/control, making it unclear.","Yes | evidence: The dataset focuses on Schwann cells, which are not significantly affected by ALS-FTD neurodegeneration. | justification: The brain regions sampled are not relevant to ALS-FTD, as Schwann cells are part of the peripheral nervous system.","No | evidence: The technology used is microarray, which is compatible with the study's design. | justification: The dataset employs microarray technology, which aligns with the inclusion criteria.","justification: The dataset does not meet the inclusion criteria due to its focus on hereditary neuropathies rather than ALS-FTD, and it involves patient-derived in vitro cell lines.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically mentions 'transcription profiling by array', confirming it is focused on human microarray expression.","No | evidence: The dataset includes patients with progressive supranuclear palsy, Pick disease, and Alzheimer's disease, but does not specifically mention ALS-FTD. | justification: The inclusion of other neurodegenerative disorders without ALS-FTD means it does not meet the target disease criterion.","Yes | evidence: Samples are taken from the medial temporal lobe, which is a human CNS region. | justification: The medial temporal lobe is relevant to neurodegenerative diseases, confirming the use of human CNS tissue.","No | evidence: The dataset involves post-mortem human tissue samples, not in vitro cell lines or disease models. | justification: The samples are derived from actual patients, thus meeting clinical criteria.","Yes | evidence: The dataset includes control subjects matched for age, gender, and other factors, indicating a case/control design. | justification: The presence of control subjects alongside patient samples supports a case/control study design.","No | evidence: The medial temporal lobe is significantly affected in various neurodegenerative disorders, including FTD. | justification: The brain region sampled is relevant to the diseases studied, including FTD.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset explicitly states it uses an array assay, confirming compatibility.","justification: While the dataset involves human microarray expression profiling and relevant CNS tissue, it does not pertain specifically to ALS-FTD, which is a critical exclusion criterion.",No,No,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically mentions it is designed to identify gene expression changes using microarray technology.","Yes | evidence: The dataset focuses on gene expression changes in skeletal muscle related to amyotrophic lateral sclerosis (ALS). | justification: The title and description explicitly state that the study is about ALS, which is part of the ALS-FTD spectrum.","No | evidence: The samples are from skeletal muscle, not from CNS regions. | justification: The inclusion criteria specify that samples must be from CNS regions relevant to ALS-FTD, and muscle tissue does not meet this requirement.","No | evidence: The dataset involves human biopsies from patients diagnosed with ALS, not in vitro cell lines or disease models. | justification: The samples are directly from human patients, which aligns with clinical data rather than non-clinical models.","Yes | evidence: The dataset includes samples from both healthy muscles and muscles from ALS patients, indicating a case/control design. | justification: The presence of both normal and ALS samples allows for comparison, fulfilling the case/control design requirement.","Yes | evidence: The dataset involves muscle tissue, which is not significantly affected by ALS-FTD neurodegeneration in the context of CNS regions. | justification: The inclusion criteria require CNS tissue, and muscle is not relevant to the neurodegenerative aspects of ALS-FTD.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset employs microarray technology, which is appropriate for the study's aims.","justification: The dataset does not meet the inclusion criteria due to the use of muscle tissue instead of CNS tissue, despite being relevant to ALS.",No,No,False,,,,,,,,,
