custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Platform: Infinium HumanHT-12; Technology: Array assay; Molecule: RNA assay | justification: This is a human gene expression profiling study performed using the Infinium HumanHT-12 microarray platform.,"No | evidence: Title: high-grade soft tissue sarcomas; Disease: soft tissue sarcoma | justification: The study focuses on sarcoma, not ALS-FTD.","No | evidence: Organism part: Not found; Samples: soft tissue sarcomas, fat, cell lines | justification: No brain or CNS tissue samples are included.",Yes | evidence: 13 representative sarcoma cell lines listed under Cell type/line | justification: The dataset includes patient-derived in vitro sarcoma cell lines.,No | evidence: Experimental Designs: Not found; Sample groups: tumor subtypes and cell lines | justification: No explicit case/control comparison design is described.,No | evidence: No CNS tissue sampled | justification: Only soft tissue sarcoma and cell line samples are profiled; no brain regions are involved.,"No | evidence: Technology: Array assay | justification: The study uses microarray, not RNA-seq or proteomics.","justification: The dataset is non-ALS-FTD (soft tissue sarcoma), contains no CNS tissue, and includes cell lines; it does not meet inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Affymetrix GeneChip microarray was used for expression profiling.,"No | evidence: Title and description refer to advanced bladder cancer | justification: The study focuses on bladder cancer, not ALS-FTD.",No | evidence: Samples are tumor material from bladder | justification: Tissue is non-CNS bladder tumor.,"No | evidence: Samples derived from patient tumor tissue | justification: Uses clinical patient specimens, not in vitro cell lines or models.",No | evidence: Design profiles 30 cancer patients without a healthy control group | justification: No case/control comparison is performed.,Yes | evidence: Organism part: bladder (non-CNS) | justification: Bladder tissue is not a CNS region and irrelevant to ALS-FTD neurodegeneration.,No | evidence: Technology: Array assay | justification: Microarray technology is compatible with inclusion criteria.,"justification: The dataset studies bladder cancer, not ALS-FTD, uses non-CNS tissue, and lacks a case/control design, failing key inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; 53 Affymetrix miRNA 3.0 arrays | justification: Profiles human miRNAs and ncRNAs using microarray technology,No | evidence: Title and description refer only to sporadic and familial ALS patients and mutation carriers | justification: No mention of frontotemporal dementia or combined ALS-FTD cases,"No | evidence: Expression profiles obtained from patient serum | justification: Sample source is peripheral serum, not CNS tissue",No | evidence: Samples are clinical serum from ALS patients and controls | justification: No in vitro cell lines or disease models used,Yes | evidence: Comparisons made between ALS mutation carriers/patients and age- and gender-matched healthy controls | justification: Clear case vs control groups,No | evidence: No brain regions sampled | justification: Only serum samples analyzed,No | evidence: Uses Affymetrix microarray assay | justification: Microarray-based expression profiling is compatible,justification: Excluded because the dataset profiles serum ncRNAs in ALS only (no FTD) and does not use CNS tissue.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses microarray-based transcription profiling on human samples,No | evidence: Description does not mention ALS or FTD; focuses on airway epithelial injury | justification: No reference to amyotrophic lateral sclerosis or frontotemporal dementia,No | evidence: Samples are human airway epithelial basal cells obtained from donated lungs | justification: Tissue is non-CNS (airway epithelium),Yes | evidence: Basal cells were grown in submersion culture and subjected to in vitro injury | justification: Study uses cultured patient-derived airway epithelial cells rather than clinical tissue samples,"No | evidence: Experimental design compares in vitro injury models (mechanical injury, cyclic stretch) to sham controls | justification: Not a clinical case/control study of ALS-FTD patients versus controls","Yes | evidence: Tissue sampled is airway epithelium, not brain/CNS | justification: Region is irrelevant to ALS-FTD neurodegeneration",No | evidence: Technology: Array assay | justification: Microarray technology is compatible with inclusion criteria,"justification: Excluded: non-CNS in vitro airway epithelial model, no ALS-FTD focus, not a clinical case/control study",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; RNA assay | justification: The dataset uses microarray-based transcription profiling on RNA samples.,"No | evidence: Title and description focus on malignant peripheral nerve sheath tumor orthoxenograft models, not ALS-FTD | justification: The dataset studies MPNST in NF1, not ALS-FTD.","No | evidence: Samples are orthoxenografts in mice derived from peripheral nerve sheath tumors; no CNS tissues reported | justification: The dataset involves peripheral tumor tissue, not human CNS regions.","Yes | evidence: Description: generated patient-derived MPNST orthoxenograft models in mice | justification: The study uses in vivo disease models, not direct human clinical samples.","No | evidence: No case/control comparison indicated; preclinical passage comparison only | justification: The design compares tumor passages, not ALS cases vs controls.","Yes | evidence: Tissue origin: MPNST, peripheral nerve, not brain regions relevant to ALS-FTD | justification: The dataset does not involve ALS-FTD-affected brain regions.",No | evidence: Platform: microarray transcription profiling; Technology: Array assay | justification: Microarray expression profiling is compatible.,justification: Fails disease and tissue criteria; it is a preclinical tumor model not involving ALS-FTD CNS samples.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses human microarray-based transcription profiling.,"No | evidence: Title and sample attributes refer to SPOAN syndrome, not ALS or FTD | justification: The disease under study is SPOAN syndrome (spastic paraplegia, optic atrophy, and neuropathy), not ALS-FTD.","No | evidence: Source Characteristics: Organism part: Skin fibroblast | justification: Samples are derived from skin fibroblasts, not CNS tissue.",Yes | evidence: Cell type: Skin fibroblast; Disease model: patient‐derived fibroblasts | justification: The study uses patient‐derived in vitro fibroblast cell samples rather than clinical tissue.,Yes | evidence: 4 SPOAN affected patients and 4 healthy controls | justification: The design includes affected versus healthy control groups.,Yes | evidence: Organism part: Skin fibroblast | justification: Fibroblasts are not a brain region and thus not relevant to ALS-FTD neurodegeneration.,No | evidence: Technology: Array assay | justification: Microarray technology is compatible with inclusion criteria.,"justification: Although the platform is microarray and the design is case/control, the study focuses on patient-derived fibroblasts from SPOAN syndrome, not ALS-FTD, and no CNS tissue is profiled.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Human samples profiled by microarray,"No | evidence: Title: sporadic ALS patients vs. controls | justification: Dataset covers ALS only, no frontotemporal dementia","No | evidence: Samples: hiPSC-derived motor neurons from fibroblasts | justification: In vitro differentiated cells, not primary CNS tissue",Yes | evidence: Samples derived from hiPSC lines from patient fibroblasts | justification: Patient-derived in vitro cell model,Yes | evidence: Two-condition experiment: ALS patients vs. controls | justification: Study compares cases and matched controls,Yes | evidence: No direct CNS region sampled | justification: In vitro cells do not represent specific ALS-affected brain regions,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Uses compatible microarray platform,"justification: Despite microarray profiling and case/control design, dataset uses patient-derived cell models instead of human CNS tissue and does not include FTD, thus failing multiple criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; “we used … microarray analysis.” | justification: Human samples were profiled using microarray technology.,"No | evidence: Focus on Hereditary Motor and Sensory Neuropathies (HMSN1A, HMSN-LOM) and CCFDN syndrome; no mention of ALS or FTD. | justification: The diseases studied are peripheral demyelinating neuropathies, not ALS-FTD.","No | evidence: Samples are human Schwann cell lines. | justification: Schwann cells are peripheral nervous system, not CNS tissue.",Yes | evidence: “we analyzed human Schwann cell lines from … patients.” | justification: The study uses patient-derived in vitro cell lines.,Yes | evidence: Three healthy subjects (controls) and patients’ cell lines (cases) were profiled. | justification: Disease lines were compared against healthy controls.,Yes | evidence: Sample source: Schwann cells (PNS). | justification: Peripheral Schwann cells are not a CNS region affected by ALS-FTD.,No | evidence: Study type: transcription profiling by array; Technology: Array assay. | justification: Microarray is the required technology.,"justification: Excluded: not ALS-FTD, no CNS tissue, uses patient-derived cell lines in vitro.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: This is a human study using genome‐wide expression profiling by microarray.,"No | evidence: Title and Description refer to Alzheimer’s disease, PSP, PiD and FTD patients; no mention of ALS or ALS‐FTD overlap | justification: The dataset covers tauopathies and FTD but does not include amyotrophic lateral sclerosis or ALS‐FTD cases.",Yes | evidence: Source Characteristics: Organism part: medial temporal lobe; Organism: Homo sapiens | justification: Samples are from adult human post‐mortem CNS tissue (medial temporal lobe).,"No | evidence: Samples are described as snap frozen post-mortem tissue; no cell lines or in vitro models reported | justification: This is a clinical post‐mortem tissue study, not patient‐derived cell lines or models.",Yes | evidence: Description: 5 patients per disease group and 5 control subjects; Experimental Designs: disease_state_design | justification: Patients and matched controls allow a clear case/control comparison.,Yes | evidence: Organism part: medial temporal lobe | justification: The medial temporal lobe is not a primary site of neurodegeneration in ALS‐FTD.,No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Microarray expression profiling is compatible with inclusion criteria.,"justification: Although this is a human microarray case/control study of CNS tissue, it does not include ALS‐FTD patients and uses a brain region not relevant to ALS‐FTD pathology.",No,No,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray-based transcription profiling of human samples,Yes | evidence: Title: Muscle Gene Expression Is a Marker of Amyotrophic Lateral Sclerosis Severity; Disease: amyotrophic lateral sclerosis | justification: The study focuses on ALS patients vs healthy controls,"No | evidence: Source Characteristics: Organism part: muscle | justification: Samples are from skeletal muscle, not CNS tissue","No | evidence: Source Characteristics: Organism part: muscle; Cell type/line: Not found | justification: Samples are direct human muscle biopsies, not in vitro cell lines or models",Yes | evidence: Experimental Factors: DISEASE_STATE (normal vs amyotrophic lateral sclerosis) | justification: The design compares diseased vs healthy control muscle samples,Yes | evidence: Source Characteristics: Organism part: muscle | justification: Skeletal muscle is not a CNS region affected by ALS-FTD,"No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: The study uses microarray technology, which is compatible","justification: Although the dataset meets criteria for human microarray profiling and ALS disease focus with a case/control design, the tissue is skeletal muscle not CNS, excluding it under criterion 6",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: This study uses microarray-based transcription profiling on human RNA samples.,"Yes | evidence: Title and Experimental Factors list amyotrophic lateral sclerosis patients; C9ORF72 ALS cases | justification: Focus is on ALS patients carrying the C9ORF72 expansion, part of the ALS-FTD spectrum.",Yes | evidence: Source Characteristics: Organism part: motor cortex; Organism: Homo sapiens | justification: Samples are from post-mortem human motor cortex.,"No | evidence: Experimental Designs indicate post-mortem tissue; no cell line or in vitro model mentioned | justification: All samples are from human brain tissue, not cell cultures or models.",Yes | evidence: Experimental Factor: disease (normal vs amyotrophic lateral sclerosis) | justification: The design compares healthy controls with ALS cases.,No | evidence: Organism part: motor cortex | justification: Motor cortex is a key CNS region affected by ALS neurodegeneration.,"No | evidence: Technology: Array assay | justification: The assay uses microarray technology, which is compatible.","justification: The dataset meets all criteria: human microarray profiling, targets ALS within the ALS-FTD spectrum, uses relevant CNS tissue, has a case/control design, and employs compatible technology.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The experiment uses microarray-based transcription profiling on human RNA samples.,"No | evidence: Disease: SOD1 mutant amyotrophic lateral sclerosis, C9ORF72 amyotrophic lateral sclerosis | justification: The dataset includes only ALS patient fibroblasts and does not address FTD or the combined ALS-FTD phenotype.","No | evidence: Cell type: fibroblast; Organism part: not specified | justification: Samples are patient-derived fibroblasts, not CNS tissue.",Yes | evidence: Cell type: fibroblast; Experimental Designs: in_vitro_design | justification: The study uses patient-derived in vitro fibroblast cell lines rather than clinical tissue samples.,Yes | evidence: Experimental Factors: disease (normal vs ALS); Description: comparison between fibroblasts from healthy controls and ALS patients | justification: The design includes control and disease groups for differential expression analysis.,"No | evidence: Samples are fibroblasts, not brain regions | justification: No brain tissue is sampled, so irrelevant regions are not applicable.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses array-based transcription profiling, which is compatible.","justification: Although it meets the microarray and ALS disease criteria, it uses patient-derived fibroblast cell lines rather than CNS tissue and does not address ALS-FTD, so it fails inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The experiment uses microarray-based transcription profiling on human-derived samples.,"Yes | evidence: Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis | justification: The study focuses on ALS-associated mutations (C9ORF72 and SOD1).","No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell; Organism part: not found | justification: Samples are in vitro–differentiated neurons, not actual human CNS tissue.",Yes | evidence: Cell type: neuron differentiated from induced pluripotent stem cell; Experimental designs: in_vitro_design | justification: Involves patient-derived iPSC neuronal models rather than clinical tissue samples.,Yes | evidence: Experimental designs: disease_state_design; Experimental Factors: disease | justification: The study compares mutant (case) and control cell lines.,No | evidence: Organism part: not found | justification: No specific brain regions sampled; therefore not an irrelevant region.,No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: Uses compatible microarray technology.,justification: Excluded because it uses in vitro iPSC-derived neuronal models rather than human CNS tissue.,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850 | justification: Dataset uses single‐color microarray for transcription profiling in human samples.,"Yes | evidence: Experimental Factors > Source Characteristics: Disease: Sporadic Amyotrophic Lateral Sclerosis | justification: Dataset compares control vs sporadic ALS patients, targeting the ALS end of the ALS‐FTD spectrum.","Yes | evidence: Source Characteristics: Organism part: v4 cortex; Organism: Homo sapiens | justification: Samples are from human motor cortex tissue, part of the CNS.","No | evidence: Cell type/line: Not found; Organism part: cortex | justification: Study uses post‐mortem tissue, not patient‐derived cell lines or models.",Yes | evidence: Experimental Designs: case control design | justification: The study design compares ALS cases to healthy controls.,No | evidence: Organism part: motor cortex | justification: Motor cortex is directly affected in ALS neurodegeneration.,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset employs microarray technology, not RNA‐seq or proteomics.","justification: This dataset profiles human motor cortex microarray expression in sporadic ALS vs controls with a case‐control design, meeting all inclusion criteria without any exclusions.",Yes,Yes,True,,,,,,,,,
