custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; description: 'Total RNAs were isolated ... and subjected to mRNA microarrays'; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study used mRNA microarray expression profiling (array-based RNA assays).,"No | evidence: Title/description: study of gastric carcinoma and metastasis (Krukenberg tumor); no mention of ALS, FTD, or motor/neurodegenerative disease. | justification: The dataset concerns gastric cancer metastasis, not ALS-FTD.","No | evidence: Experimental factors/organism part: xenografted tumors in stomach and ovary; description describes stomach wall and ovarian metastases; no brain/CNS tissue indicated. | justification: Samples are tumor tissues (stomach/ovary xenografts), not human CNS/brain regions.","Yes | evidence: Description: human gastric carcinoma SNU-16 cells were orthotopically injected into BALB/c nude mice, tumors dissociated and cultured, re-injected etc.; xenograft mouse model. | justification: This is an in vivo xenograft disease model using cell lines and mice rather than primary human clinical tissue.",No | evidence: Sample count 4; Experimental Designs: Not found; Experimental Factors show organism part but no case/control labels or clinical/control groups. | justification: No clear case vs control group design is provided; samples are different tumor-derived conditions rather than case/control clinical cohorts.,"Yes | evidence: Organism part values: xenografted tumor metastasized to ovaries, xenografted tumor formed in the stomach; no brain regions sampled. | justification: Dataset does not include brain regions relevant to ALS-FTD; tissues sampled (stomach/ovary) are unrelated to ALS-FTD neurodegeneration.",No | evidence: Technology: Array assay; description explicitly states mRNA microarrays were used. | justification: The technology is microarray-based and therefore compatible with inclusion criteria #1 (if other criteria were met).,"justification: Exclude. Although the dataset uses human mRNA microarrays, it does not meet disease or tissue criteria: it concerns gastric carcinoma xenografts (stomach/ovary) in a mouse model, not ALS-FTD nor human CNS tissue, and it is a non-clinical xenograft/cell-line model with no case/control clinical design.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Platform: Infinium HumanHT-12 (gene expression). | justification: The experiment uses an array-based transcription profiling platform (Infinium HumanHT-12) measuring RNA expression in Homo sapiens samples.,"No | evidence: Title: Integrative DNA methylation and gene expression analysis in high-grade soft tissue sarcomas; Experimental Factors: SARCOMA SUBTYPE, TUMOR CELL LINE. | justification: The study focuses on soft tissue sarcomas and associated cell lines, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Samples: 79 primary, untreated high-grade soft tissue sarcomas, two non-neoplastic fat samples, and 13 sarcoma cell lines; Organism: Homo sapiens; Organism part: Not found. | justification: All reported samples are sarcoma tissue, fat, or tumor cell lines; no brain/CNS tissues are indicated.","Yes | evidence: Sample list includes 13 representative sarcoma cell lines (e.g., HT1080, MLS1765, SW872, FU-DDLS-1, etc.). | justification: The dataset includes patient-derived (or established) tumor cell lines, which are in vitro models and meet the non-clinical exclusion criterion.","No | evidence: Experimental Designs: Not found; Experimental Factors list sarcoma subtype, tumor cell line, age, sex but no case/control factor. | justification: No case versus control design is reported; study compares sarcoma subtypes and cell lines rather than disease cases vs matched controls.","Yes | evidence: Samples are soft tissue sarcomas and non-neoplastic fat; no CNS/brain regions sampled. | justification: No brain regions are sampled; the tissues included are not affected by ALS-FTD neurodegeneration, making them irrelevant to ALS-FTD CNS regional criteria.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based gene expression profiling, which is compatible with inclusion (i.e., not RNA-seq or proteomics).","justification: Exclude. Although the dataset is human microarray expression profiling, it does not pertain to ALS-FTD, does not include CNS/brain tissue, includes tumor cell lines (in vitro models), and lacks a case/control design. These factors violate multiple inclusion/exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study used Affymetrix GeneChip expression profiling on human tumor RNA (transcription profiling by array).,"No | evidence: Title and Description: transcription profiling of human advanced bladder cancer; methods and results refer to cisplatin-treated bladder cancer patients. | justification: The dataset pertains to bladder (urothelial) cancer, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description: Tumors from 30 patients with advanced bladder cancer used in the study; Organism part not found but context is bladder cancer tissue. | justification: Samples are bladder tumor tissue, not human brain/CNS tissue.",No | evidence: Description indicates tumor material from patients (30 patients); no mention of cell lines or disease models. | justification: The study used primary patient tumor specimens rather than patient-derived in vitro cell lines or experimental disease models.,"No | evidence: Experimental design: unknown_experiment_design_type; Description: analysis to identify genes correlated with survival/response among 30 bladder cancer patients (prognostic study). | justification: The design is a prognostic/cohort analysis within cancer patients, not a case versus healthy control comparison.","No | evidence: Samples are bladder tumors; no brain regions sampled or reported. | justification: No brain/CNS regions are involved, so the question of irrelevant brain regions does not apply.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology used is microarray (Affymetrix), which is compatible with inclusion criteria (not RNA-seq or proteomics).","justification: Although the dataset is human microarray transcription profiling, it does not meet disease or tissue inclusion criteria: it studies bladder cancer, not ALS-FTD, and uses bladder tumor tissue rather than CNS regions relevant to ALS-FTD. Therefore it should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; '53 Affymetrix miRNA 3.0 arrays'; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Human samples (Homo sapiens) were profiled using Affymetrix miRNA microarrays, so this is human microarray expression profiling.","Yes | evidence: Description: '...sporadic ALS patients (sALS), familial ALS cases (fALS), asymptomatic mutation carriers and healthy controls.' | justification: The study explicitly investigates ALS patients and mutation carriers (sALS and fALS), which falls within the ALS–FTD disease spectrum (though FTD is not mentioned).",No | evidence: Description: 'We obtained expression profiles of miRNAs as well as other non-coding RNAs (ncRNAs) in the serum of ...' ; Organism part: Not found. | justification: Samples are serum (per description); no brain/CNS tissue samples were collected.,"No | evidence: Description and sample information describe human patients, mutation carriers and controls; no cell lines or model systems are mentioned. | justification: The dataset uses patient serum samples rather than patient-derived in vitro cell lines or experimental disease models.","Yes | evidence: Description: groups compared to age and gender matched healthy controls; numbers given for fALS vs controls, mutation carriers vs controls, sALS vs controls. | justification: The study compares patient/mutation-carrier groups to matched healthy control groups (case/control design).","No | evidence: Samples are serum; no brain regions are sampled (Organism part: Not found). | justification: Because no brain/CNS regions were sampled, the question of sampling irrelevant brain regions does not apply; dataset does not involve brain regions.","No | evidence: Technology: Array assay; '53 Affymetrix miRNA 3.0 arrays'; Assay by Molecule: RNA assay. | justification: The assay is microarray-based (Affymetrix miRNA arrays), which is compatible with the microarray expression profiling inclusion criterion.","justification: Although this is a human microarray study of ALS patient samples with a case/control design and uses compatible technology, samples are serum rather than human brain/CNS tissue. Inclusion criterion 3 requires CNS tissue from regions relevant to ALS-FTD; therefore the dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Dataset uses microarray transcription profiling of human-derived samples (RNA arrays).,"No | evidence: Description and sample metadata show no mention of ALS, FTD, or neurodegenerative disease; 'Disease: Not found' in source characteristics. | justification: Study focuses on airway epithelial injury/repair, not ALS-FTD. No disease cohort related to ALS or FTD is indicated.","No | evidence: Description: 'Airway epithelial cells were obtained from donated lungs'; Sample cell type: primary and differentiated airway epithelial cells (AEC, dAEC); Organism part: not CNS. | justification: Samples are lung/airway epithelial cells, not human brain or CNS tissue.","Yes | evidence: Description: cells were 'obtained from donated lungs and grown in submersion culture' and 'Total RNA obtained from primary (AEC) and differentiated (dAEC) human airway epithelial cells ... in vitro' | justification: Uses patient-donor primary cells cultured and experimentally injured in vitro (cell culture model), meeting exclusion criterion for in vitro disease models.","No | evidence: Experimental Factors: injury type, cell line id, culture condition, cell type, injury duration; Experimental designs: Not found; comparisons are injury vs sham/time-course in cultured cells. | justification: Study is an in vitro experimental time-course (injury vs sham) rather than a clinical case/control design comparing patient disease cases to controls.",Yes | evidence: Samples are airway epithelial cells from lungs; no brain regions are sampled or listed. | justification: No CNS/brain regions sampled — tissue is irrelevant to ALS-FTD neurodegeneration.,No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: Platform is microarray (compatible); no RNA-seq or proteomics reported.,"justification: Exclude: although the dataset uses human microarray expression profiling, it is not related to ALS-FTD, does not involve human CNS/brain tissue, and uses patient-derived airway epithelial cells cultured and experimentally injured in vitro rather than clinical case/control samples. These features violate multiple inclusion/exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism listing includes Homo sapiens. | justification: The experiment used microarray-based transcription profiling and includes human-derived samples (primary MPNSTs and/or human-derived xenografts), so it is microarray expression profiling involving human material.","No | evidence: Title and description focus on Malignant Peripheral Nerve Sheath Tumors (MPNST) and NF1-associated vs sporadic MPNST; no mention of ALS or FTD. | justification: The study investigates MPNST (a peripheral nerve tumor) and therapeutic response, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description: primary MPNSTs were implanted in the sciatic nerve of nude mice; Organism part: Not found; samples are tumors/orthoxenografts. | justification: Samples are peripheral nerve tumors/xenografts (sciatic nerve, PNS) rather than human brain/CNS tissue relevant to ALS-FTD.","Yes | evidence: Description states generation of patient-derived MPNST orthoxenograft models implanted in nude mice; profiling performed on primary tumors and orthoxenograft passages. | justification: The dataset is derived from in vivo patient-derived xenograft disease models (orthoxenografts), which are non-clinical disease models and excluded per criterion 4.","No | evidence: Experimental Designs: Not found; Experimental Factors list sample type, nf1-associated, passage, original tumor; no control vs case human cohort described. | justification: The study compares primary tumors and xenograft passages and tests treatments in models, rather than a case vs healthy control human study design.","Yes | evidence: Samples originate from peripheral nerve (sciatic nerve) MPNST tumors and orthoxenografts; no brain regions reported. | justification: Tissues sampled are peripheral nerve tumors (PNS) and not brain/CNS regions known to be affected in ALS-FTD, so brain-region relevance criterion is not met.",No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: The study uses microarray technology (compatible); no RNA-seq or proteomics technologies are reported.,"justification: Exclude. Although the dataset uses microarray transcription profiling and includes human-derived material, it does not study ALS-FTD, does not sample human CNS/brain tissue relevant to ALS-FTD (samples are peripheral nerve tumors/xenografts), is based on patient-derived xenograft disease models, and lacks a case/control human study design. These factors violate multiple inclusion/exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The study used RNA expression profiling on an array platform (microarray) from human samples.,"No | evidence: Title/Additional attributes: SPOAN (spastic paraplegia, optic atrophy, and neuropathy) syndrome; Description: compare fibroblasts of SPOAN affected patients and healthy controls | justification: The disease studied is SPOAN syndrome, not amyotrophic lateral sclerosis or frontotemporal dementia (ALS-FTD).",No | evidence: Organism part: Skin fibroblast; Description: Fibroblast samples | justification: Samples are skin fibroblasts rather than human brain or CNS tissue.,"Yes | evidence: Description: Fibroblast samples of 8 samples ... 4 SPOAN affected patients and 4 healthy controls; Organism part: Skin fibroblast | justification: The dataset uses patient-derived primary fibroblasts (in vitro cell samples), which fall under exclusion criterion for patient-derived in vitro cell lines/models.",Yes | evidence: Description: Fibroblast samples of 8 samples where analyzed: 4 SPOAN affected patients and 4 healthy controls | justification: The study compares affected patients versus healthy controls (case/control design).,Yes | evidence: Organism part: Skin fibroblast; no CNS tissues listed | justification: No brain/CNS regions sampled; skin fibroblasts are not relevant CNS regions affected in ALS-FTD.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The technology is microarray-based RNA expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Exclude. Although this is human microarray expression data, the study investigates SPOAN syndrome using patient-derived skin fibroblasts rather than human CNS tissue, and the disease is not ALS-FTD. It also uses patient-derived in vitro cells, which meet exclusion criterion 4.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The experiment uses microarray-based transcription profiling (RNA) on human-derived samples.,"Yes | evidence: Title/Description: 'hiPSC-derived motor neurons: sporadic ALS patients vs. controls'; Additional attributes: Disease state: ALS, control. | justification: Samples were derived from sporadic ALS patients, which is within the ALS–FTD disease spectrum.","No | evidence: Description: 'Differentiated motor neurons from hiPSC derived from peripheral nerve fibroblasts'; Sample attributes: Cell type: Fibroblasts from peripheral nerve; Cell line: HEK 293. | justification: Samples are in vitro differentiated hiPSC-derived motor neurons (and fibroblasts/cell lines), not primary human CNS/brain tissue.","Yes | evidence: Title/Description: 'hiPSC-derived motor neurons'; Description: 'Differentiated motor neurons from hiPSC derived from peripheral nerve fibroblasts'. | justification: The study uses patient-derived iPSC-derived motor neurons (an in vitro disease model), meeting the exclusion criterion for non-clinical cell models.","Yes | evidence: Description: 'Two-condition experiment, ALS patients motor neurons vs. controls. Biological replicates: 3 ALS replicates, 3 control replicates.'; Experimental Factors: disease state. | justification: The design compares ALS-derived cells versus control-derived cells, consistent with a case/control setup.","No | evidence: Samples are hiPSC-derived motor neurons and peripheral nerve fibroblasts; no brain region is specified. | justification: No brain regions are sampled (in vitro cells only), so the question of irrelevant brain regions does not apply.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based RNA expression profiling, which is compatible with inclusion criteria.","justification: Although this is a human microarray study of ALS-derived material with a case/control design, it uses patient-derived in vitro models (hiPSC-derived motor neurons) rather than primary human CNS/brain tissue. The dataset therefore meets exclusion criteria for non-clinical in vitro models and lacks sampled CNS regions relevant to ALS-FTD, so it should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The experiment is microarray-based transcription profiling of human RNA samples (two-color arrays).,"No | evidence: Title and Description refer to hereditary motor and sensory neuropathies (HMSN1A, HMSN-LOM) and CCFDN syndrome; no mention of ALS or FTD. | justification: The dataset studies inherited peripheral demyelinating neuropathies, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description: 'Transcription profiling of human Schwann cells' and analysis of human Schwann cell lines from patients and controls. | justification: Schwann cells are peripheral nervous system glia (PNS), so the samples are not human CNS/brain tissue.","Yes | evidence: 'We analyzed human Schwann cell lines from three normal subjects, one HMSN-LOM patient, two HMSN-1A patients and two CCFDN patients' | justification: The study uses patient-derived in vitro Schwann cell lines rather than primary clinical tissue, meeting the exclusion criterion for in vitro models.","Yes | evidence: 'We analyzed ... Schwann cell lines from three normal subjects ... and compared our data ...' and 'All neuropathy samples were in duplicate ... Three healthy subjects were included'. | justification: The design compares disease-derived cell lines to healthy subject-derived cell lines, constituting a case vs control comparison.",Yes | evidence: Samples are Schwann cells/peripheral nerve-related (demyelinating peripheral neuropathies). | justification: Sampled tissue (Schwann cells/PNS) is not a brain/CNS region and is not a region primarily affected in ALS-FTD.,No | evidence: Study type: transcription profiling by array; Technology: Array assay. | justification: The assay is microarray-based and thus compatible with microarray expression profiling inclusion.,"justification: Exclude: although the study uses human microarray expression profiling, it does not target ALS-FTD, does not use CNS/brain tissue (samples are Schwann cell lines, PNS), and uses patient-derived in vitro cell lines — all of which violate the inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Human post-mortem brain samples were profiled using microarray-based transcription profiling (array assay, RNA).","Yes | evidence: Description: includes 5 FTD patients among groups (5 AD, 5 PSP, 5 PiD and 5 FTD patients); Experimental Factors > Disease lists FTD. | justification: The study includes frontotemporal dementia (FTD) cases, which are part of the ALS-FTD spectrum and therefore pertain to the target disease domain.",Yes | evidence: Organism part: medial temporal lobe; Description: snap frozen post-mortem tissue from the medial temporal lobe; Organism: Homo sapiens. | justification: Samples are human post-mortem CNS tissue (medial temporal lobe).,No | evidence: Cell type/line: Not found; Description: snap frozen post-mortem tissue; Samples are from patients and controls. | justification: No patient-derived in vitro cell lines or disease models reported; data derive from post-mortem brain tissue.,"Yes | evidence: Description: 5 FTD patients and 5 control subjects; Experimental Factors: disease; Samples: matched for age, gender, ApoE and MAPT haplotype. | justification: The study compares disease groups (including FTD) to control subjects in a case vs control design.",No | evidence: Organism part: medial temporal lobe; Dataset focuses on tauopathies including FTD; Title/description emphasize distinguishing tauopathies. | justification: The medial temporal lobe is part of the temporal lobe and is relevant to frontotemporal dementia-related pathology (thus not an irrelevant region for FTD-focused analyses).,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based transcription profiling (compatible); no RNA-seq or proteomics reported.,"justification: This is a human microarray transcription profiling study of post-mortem CNS tissue that includes FTD cases and matched controls, uses array technology, and does not use in vitro models. The sampled region (medial temporal lobe) is relevant to FTD, so the dataset meets the inclusion criteria for ALS-FTD (FTD component) and does not trigger exclusion criteria.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The study used microarray-based transcription profiling of human RNA from biopsies.,Yes | evidence: Description states samples from patients clearly diagnosed as having Amyotrophic Lateral Sclerosis (ALS); Disease annotations: amyotrophic lateral sclerosis. | justification: The dataset directly profiles human ALS cases (ALS is part of the ALS-FTD disease spectrum).,"No | evidence: Organism part: muscle; Description: gene expression changes in skeletal muscle from human biopsies. | justification: Samples are skeletal muscle biopsies, not brain or other CNS tissue.","No | evidence: Samples described as human biopsies from healthy muscle or muscle from ALS patients; no cell lines or model systems reported. | justification: This is clinical tissue (patient biopsies), not patient-derived in vitro cell lines or disease models.","Yes | evidence: Experimental factors / Disease_state: normal, amyotrophic lateral sclerosis; Experimental design includes disease_state_design. | justification: The study includes both control (normal) and ALS case samples, consistent with a case/control design.","Yes | evidence: Organism part: muscle; no brain/CNS regions listed. | justification: Tissue sampled is peripheral skeletal muscle, which is not a CNS brain region; inclusion criteria require CNS regions relevant to ALS-FTD.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based expression profiling, which is compatible with inclusion.","justification: Although this is a human microarray study of ALS with a case/control design and compatible technology, the samples are skeletal muscle biopsies rather than human CNS (brain/spinal cord) tissue. The inclusion criteria require CNS regions relevant to ALS-FTD, so the dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by molecule: RNA assay; Title refers to transcription profiling by array. | justification: Experiment uses human RNA from post-mortem tissue profiled on microarray (array-based transcription profiling).,"Yes | evidence: Title and sample metadata: compares healthy controls and amyotrophic lateral sclerosis patients carrying C9ORF72 expansion; Disease field: amyotrophic lateral sclerosis. | justification: Dataset studies ALS patients (C9ORF72-associated), which falls within the ALS-FTD disease spectrum of interest.","Yes | evidence: Sample metadata: Organism part: motor cortex; Description: post-mortem motor cortex RNA samples. | justification: Samples are human CNS tissue (post-mortem motor cortex), a region directly relevant to ALS pathology.",No | evidence: Samples annotated as post-mortem motor cortex from human donors; Organism: Homo sapiens; No cell line or in vitro cell type annotations in sample characteristics. | justification: Data derive from patient post-mortem tissue rather than patient-derived in vitro cell lines or experimental disease models. (Note: 'In vitro design' appears in Experimental Designs but sample source indicates tissue.),"Yes | evidence: Experimental Designs: disease state design; Experimental Factors: disease; Sample disease annotations: normal vs amyotrophic lateral sclerosis; Description: compares controls and ALS patients. | justification: Study contrasts ALS cases with healthy controls, consistent with a case/control design.",No | evidence: Organism part: motor cortex (sampled region). | justification: Motor cortex is a CNS region significantly affected in ALS and therefore relevant to ALS-FTD studies.,"No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by molecule: RNA assay. | justification: The study uses array-based transcript profiling (microarray), which is compatible with inclusion criteria.",justification: Meets inclusion criteria: human microarray expression profiling of post-mortem motor cortex; targets ALS (C9ORF72) relevant to ALS-FTD spectrum; case-control design; not derived from in vitro cell lines or models; uses compatible microarray technology. No exclusion criteria are triggered.,Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Human RNA expression profiling performed on microarray (array assay) using human samples.,"Yes | evidence: Description: compares RNA from fibroblasts from healthy controls, ALS patients carrying an expanded GGGGCC repeat in C9ORF72 and ALS patients with SOD1 mutation; Disease listed: SOD1 mutant amyotrophic lateral sclerosis, C9ORF72 amyotrophic lateral sclerosis. | justification: Study includes ALS patients, including C9ORF72 expansion carriers (a mutation associated with the ALS–FTD spectrum), so it pertains to ALS/ALS-FTD-related disease.","No | evidence: Samples: Cell type: fibroblast; Organism part: Not found; Experimental design includes in_vitro_design. | justification: Samples are patient-derived fibroblasts (non-CNS peripheral tissue), not human brain/CNS tissue.","Yes | evidence: Experimental Designs: in_vitro_design; Samples: Cell type: fibroblast; Description: RNA samples collected from fibroblasts from ... patients and healthy controls. | justification: Study uses patient-derived in vitro fibroblast cultures (cell lines), which are non-clinical in vitro samples/disease models.","Yes | evidence: Description: compares fibroblasts from healthy control patients and ALS patients; Experimental Factors: disease; Sample groups include normal and disease states. | justification: Design includes diseased (ALS) versus healthy control fibroblast samples, i.e., a case/control comparison.","No | evidence: Organism part: Not found; Cell type: fibroblast; No brain region specified. | justification: No brain/CNS regions were sampled, so the question of irrelevant brain region does not apply; dataset does not involve any brain regions.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The assay is microarray-based (compatible); no RNA-seq or proteomics technologies are reported.,"justification: Although the dataset is human, microarray-based, and includes ALS patients (including C9ORF72 carriers) with a case/control design, it uses patient-derived fibroblasts (in vitro peripheral cells) rather than human CNS/brain tissue. Per exclusion criteria (in vitro cell lines/disease models and lack of relevant CNS tissue), this dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The assay is a human RNA microarray (transcription profiling by array) on Homo sapiens samples.,"Yes | evidence: Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis | justification: The dataset includes samples from patients with ALS, including C9ORF72-related ALS (C9ORF72 expansions are part of the ALS-FTD spectrum).","No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell; Organism part: Not found | justification: Samples are iPSC-derived neurons (in vitro differentiated cells), not primary human CNS/brain tissue.","Yes | evidence: Title: Differences between C9ORF72 iPS neuronal and Control and SOD1D90A iPS neuronal transcriptomes; Cell type: neuron differentiated from induced pluripotent stem cell; Experimental Designs: in_vitro_design | justification: The study uses patient-derived induced pluripotent stem cell (iPSC) lines differentiated to neurons (in vitro disease models), which meet the exclusion criterion for non-clinical models.","Yes | evidence: Experimental Factors: disease (C9ORF72 ALS, SOD1 D90A ALS, normal); Experimental Designs: disease_state_design | justification: The design includes disease and normal control groups (case vs control comparisons).","No | evidence: Organism part: Not found; samples are iPSC-derived neurons (no brain region specified) | justification: No brain regions are sampled; the dataset uses in vitro differentiated neurons, so the criterion about irrelevant brain regions does not apply.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The technology is microarray-based transcription profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Although this is human microarray profiling of ALS-related samples with case/control groups and uses C9ORF72 (relevant to the ALS-FTD spectrum), it is based on iPSC-derived neurons (patient-derived in vitro cell models). Per exclusion criterion 4, datasets involving in vitro disease models should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850; Assay by Molecule: RNA assay; Sample count: 41 | justification: The study uses array-based transcription profiling (microarray) on human RNA samples.,"Yes | evidence: Disease listed: normal, Sporadic Amyotrophic Lateral Sclerosis; Title: 'Gene expression profiles in motor cortex of Control and Sporadic Amyotrphic Lateral Sclerosis patients' | justification: The dataset is of sporadic ALS patients (part of the ALS–FTD clinical spectrum). Although FTD is not explicitly mentioned, ALS is directly relevant to the ALS-FTD continuum.",Yes | evidence: Organism: Homo sapiens; Organism part: v4 cortex; Title references motor cortex | justification: Samples are human cortical (motor cortex) tissue — a CNS region.,"No | evidence: Source characteristics: Organism part: v4 cortex; no cell type/line or in vitro cell line attributes reported; Experimental design: case control of patients | justification: Data are from patient postmortem brain tissue, not patient-derived in vitro cell lines or model systems.","Yes | evidence: Experimental Designs: case control design, clinical history design; Samples include 'Control' and 'Sporadic Amyotrophic Lateral Sclerosis' groups | justification: The study explicitly uses a case–control design comparing ALS patients and controls.",No | evidence: Organism part: v4 cortex; Title: motor cortex | justification: Motor cortex is a primary CNS region affected in ALS and thus relevant to ALS-FTD neurodegeneration.,No | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850; Assay by Molecule: RNA assay; 'Array assay' listed | justification: The technology is microarray-based expression profiling (compatible); no RNA-seq or proteomics reported.,"justification: This is a human microarray transcription profiling study of motor cortex from sporadic ALS patients and controls, with a case–control design, using appropriate microarray technology and involving a CNS region directly relevant to ALS. Samples are not in vitro models. Therefore it meets the inclusion criteria.",Yes,Yes,True,,,,,,,,,
